YEAR,OPID,OTT 서비스 주중 이용 시간(분 기준 환산),OTT 서비스 주말 이용 시간(분 기준 환산)
2022,2100002,,
2022,21030001,,
2022,21070001,5,0
2022,21070002,10,10
2022,21070004,60,60
2022,21070005,20,10
2022,21100001,,
2022,21100002,,
2022,2110001,,
2022,2110002,,
2022,2110003,30,30
2022,21120001,10,30
2022,21120002,10,20
2022,21120004,60,60
2022,21120005,120,120
2022,21140003,60,120
2022,21170001,10,20
2022,21190001,60,60
2022,21190002,60,60
2022,21190005,,
2022,2120001,,
2022,2120002,,
2022,21210001,10,10
2022,21210002,,
2022,21210003,30,30
2022,21220001,5,5
2022,21220002,,
2022,21220005,30,30
2022,21220006,10,10
2022,21230001,,
2022,21230002,,
2022,21250001,,
2022,21260001,,
2022,21300001,30,30
2022,21300002,15,20
2022,2130001,,
2022,2130002,,
2022,21310002,30,40
2022,21320001,,
2022,21330001,,
2022,21340001,,
2022,21340002,,
2022,21340003,10,10
2022,21350001,,
2022,21360001,15,30
2022,21360002,30,40
2022,21360003,30,40
2022,21360004,30,40
2022,21370001,,
2022,21380001,,
2022,21380002,,
2022,21380003,20,30
2022,21380004,30,40
2022,21380005,20,30
2022,21390002,,
2022,21400001,5,10
2022,2140001,,
2022,2140002,,
2022,2140003,20,30
2022,2140004,,
2022,21410001,,
2022,21410002,,
2022,21420002,10,10
2022,21430001,10,0
2022,21430002,10,10
2022,21430003,10,10
2022,21430004,10,10
2022,21450001,,
2022,21450002,,
2022,21450003,10,10
2022,21450004,10,10
2022,21480001,60,90
2022,21480002,10,30
2022,21480003,10,20
2022,21480004,90,180
2022,21490001,10,10
2022,21490002,20,20
2022,21490003,60,90
2022,21500002,5,5
2022,21500003,60,120
2022,21500004,60,120
2022,2150001,,
2022,2150002,20,20
2022,21520001,60,60
2022,21520002,,
2022,21520003,60,60
2022,21520004,30,60
2022,21530002,,
2022,21530003,180,300
2022,21530004,60,120
2022,21530005,180,300
2022,21540002,,
2022,21570001,20,20
2022,21570002,30,30
2022,21570003,60,120
2022,21570004,30,60
2022,21580001,,
2022,21580002,,
2022,21580003,30,90
2022,21580004,60,60
2022,21600001,5,5
2022,21600002,30,30
2022,21600003,60,90
2022,21600004,90,120
2022,21610001,30,30
2022,21610002,,
2022,21610003,30,30
2022,21610004,20,20
2022,21620001,,
2022,21620002,,
2022,21620003,,
2022,21640001,,
2022,21650001,,
2022,21650002,,
2022,21660001,,
2022,21660002,,
2022,21690001,,
2022,21690002,,
2022,21700001,,
2022,21700002,,
2022,21700004,20,30
2022,2170001,,
2022,2170002,,
2022,2170003,30,30
2022,2170004,30,30
2022,21710001,,
2022,21710002,,
2022,21720001,,
2022,21720002,30,50
2022,21720004,10,20
2022,21730001,,
2022,21750001,,
2022,21750002,,
2022,21770001,,
2022,21770002,,
2022,21780001,,
2022,21780002,,
2022,21790001,,
2022,21800001,,
2022,21800002,,
2022,2180001,,
2022,2180002,,
2022,2180003,30,30
2022,2180004,30,30
2022,2180005,30,30
2022,21830001,,
2022,21830002,,
2022,21840001,60,100
2022,21840002,30,50
2022,21860001,30,20
2022,21870001,10,10
2022,21870002,10,10
2022,21870003,20,20
2022,21870101,20,20
2022,2190001,,
2022,2190002,10,10
2022,2190003,20,20
2022,2190004,,
2022,21910002,,
2022,21930006,,
2022,21930007,,
2022,21950001,,
2022,21950002,,
2022,21950004,60,60
2022,21980001,,
2022,21980002,,
2022,21990001,,
2022,21990002,,
2022,21990003,60,90
2022,22000001,120,120
2022,22000002,60,60
2022,22000003,360,480
2022,22000004,240,480
2022,2200001,,
2022,2200002,,
2022,2200003,,
2022,2200004,,
2022,220001,,
2022,220002,30,20
2022,22010001,15,15
2022,22010002,60,60
2022,22010003,60,60
2022,22010004,10,10
2022,22020001,240,300
2022,22020002,,
2022,22030001,,
2022,22040001,10,10
2022,22040002,10,20
2022,22040003,10,10
2022,22050002,10,20
2022,22050003,20,30
2022,22050004,20,30
2022,22060001,10,20
2022,22060002,10,20
2022,22070001,,
2022,22070002,10,10
2022,22070003,30,60
2022,22070004,,
2022,22070005,30,30
2022,22080001,60,60
2022,2210001,,
2022,2210002,,
2022,2210003,,
2022,22120001,10,20
2022,22120002,20,30
2022,22130001,30,30
2022,22130002,,
2022,22140001,10,10
2022,22140002,10,10
2022,22140003,30,30
2022,22140004,10,10
2022,22150001,20,20
2022,22150002,15,20
2022,22150003,30,30
2022,22160001,10,15
2022,22160002,10,15
2022,22170001,,
2022,22170002,,
2022,22180002,10,10
2022,22190001,,
2022,22200002,,
2022,2220001,,
2022,2220002,,
2022,2220003,30,30
2022,22210001,,
2022,22210002,5,10
2022,22210003,30,60
2022,22220001,120,120
2022,22220002,40,60
2022,22220003,60,60
2022,22230001,,
2022,22230002,90,60
2022,22240001,30,90
2022,22240002,30,60
2022,22240003,60,60
2022,22250001,20,20
2022,22250002,,
2022,22250003,60,60
2022,22260001,60,90
2022,22260002,30,60
2022,22260003,30,30
2022,22260004,20,30
2022,22270001,20,30
2022,22270002,20,20
2022,22270102,20,30
2022,22280001,,
2022,22280002,,
2022,22280003,,
2022,22280004,,
2022,22290001,60,60
2022,22290002,30,30
2022,22290003,40,60
2022,2230001,,
2022,2230002,30,30
2022,22310001,60,60
2022,22310002,,
2022,22330001,90,30
2022,22330002,120,60
2022,22330003,60,90
2022,22330004,40,60
2022,22340001,30,30
2022,22340002,20,20
2022,22340003,60,60
2022,22340004,60,60
2022,22350001,,
2022,22350002,,
2022,22350003,,
2022,22360001,30,30
2022,22360002,20,20
2022,22360004,120,120
2022,22360101,60,60
2022,22380002,,
2022,22380003,60,90
2022,22380004,60,30
2022,22380005,40,120
2022,22390001,60,120
2022,22390002,,
2022,22390003,120,120
2022,22390004,90,120
2022,22400001,10,20
2022,22400002,20,20
2022,22400003,,
2022,22420001,,
2022,22470001,20,10
2022,22470002,30,60
2022,22470003,,
2022,22470004,,
2022,22490001,,
2022,22490003,,
2022,22510001,,
2022,22510002,10,10
2022,22510003,10,10
2022,22530001,20,5
2022,22530002,60,20
2022,22530003,60,20
2022,22530004,60,140
2022,22560001,5,10
2022,22560002,10,10
2022,22560003,30,60
2022,22560004,30,60
2022,22570002,,
2022,22570005,10,15
2022,22590001,30,30
2022,22590002,60,90
2022,22590003,20,0
2022,22590004,30,30
2022,22600001,,
2022,22630001,,
2022,22630002,,
2022,22640001,30,60
2022,22640002,40,60
2022,22640003,30,50
2022,22640004,30,50
2022,22650001,,
2022,22650002,,
2022,22650003,40,60
2022,22650004,30,30
2022,22660001,30,90
2022,22660002,10,10
2022,22660003,30,60
2022,22670001,40,80
2022,22670002,30,60
2022,22670003,,
2022,22670004,,
2022,22680001,30,60
2022,22680002,30,30
2022,22680003,40,80
2022,22680004,30,50
2022,22680005,30,40
2022,22690001,30,30
2022,22690002,20,20
2022,22690003,40,60
2022,22730001,,
2022,22730002,,
2022,22740001,,
2022,22740002,60,60
2022,22740003,10,120
2022,22740004,2,2
2022,22760001,,
2022,22760003,30,40
2022,22790001,,
2022,22790002,,
2022,22800001,30,30
2022,22800002,10,15
2022,22810001,,
2022,22810002,,
2022,22810003,60,120
2022,22810004,,
2022,22810005,30,60
2022,22820001,30,30
2022,22820002,20,20
2022,22820003,30,60
2022,22820004,,
2022,22840001,20,20
2022,22840002,10,0
2022,22840003,,
2022,22840004,,
2022,22850001,,
2022,22850002,30,30
2022,22850004,10,10
2022,22860001,,
2022,22860002,,
2022,22870001,5,5
2022,22870101,10,10
2022,22870102,10,10
2022,22870103,,
2022,22870201,30,30
2022,22880001,10,30
2022,22880002,30,30
2022,22880003,30,30
2022,22880004,30,30
2022,22910003,10,20
2022,22930001,,
2022,22940001,,
2022,22980002,10,10
2022,22980003,30,30
2022,22990003,,
2022,22990004,20,20
2022,23000001,,
2022,23000002,,
2022,230001,,
2022,230002,10,10
2022,230003,20,10
2022,23010001,,
2022,23010002,,
2022,23010003,20,30
2022,23020001,,
2022,23020002,,
2022,23020003,20,20
2022,23030001,,
2022,23030002,,
2022,23030003,10,20
2022,23050001,,
2022,23050002,30,60
2022,23050003,,
2022,23060002,15,30
2022,23060003,10,20
2022,23070001,,
2022,23080001,,
2022,23080003,36,60
2022,23090001,,
2022,23110001,,
2022,23120001,30,30
2022,23120002,30,30
2022,23120003,40,60
2022,23120004,60,100
2022,23120005,60,120
2022,23170001,,
2022,23170002,10,10
2022,23190001,,
2022,23190002,,
2022,23200001,,
2022,23200002,,
2022,23200003,60,30
2022,23200004,30,60
2022,23200005,20,80
2022,23210001,,
2022,23210002,,
2022,23220001,,
2022,23220002,,
2022,23250002,,
2022,23250004,10,10
2022,23270001,,
2022,23270002,,
2022,23280001,,
2022,23280002,,
2022,23280003,30,30
2022,23280004,30,30
2022,23280005,30,30
2022,23290001,,
2022,23290002,,
2022,23290003,,
2022,23290004,,
2022,23300001,,
2022,23300002,,
2022,23310001,,
2022,23310002,,
2022,23310003,,
2022,23330001,,
2022,23330002,,
2022,23330003,30,30
2022,23330004,30,30
2022,23340001,,
2022,23340002,,
2022,23390001,,
2022,23390002,,
2022,23400001,,
2022,23400002,,
2022,2340001,,
2022,2340002,10,30
2022,2340003,180,240
2022,2340004,,
2022,23470001,120,60
2022,23470002,10,0
2022,23470004,10,10
2022,23470005,50,10
2022,23490001,,
2022,23500002,10,20
2022,23500003,10,10
2022,23500004,10,10
2022,2350001,30,60
2022,2350002,10,10
2022,2350003,,
2022,2350004,,
2022,2350005,,
2022,23510001,20,20
2022,23510002,30,30
2022,23520001,,
2022,23540001,,
2022,23540002,,
2022,23540003,90,60
2022,23540004,90,80
2022,23550001,,
2022,23550002,,
2022,23550003,60,100
2022,23560001,,
2022,23560002,,
2022,23560004,,
2022,23570001,60,80
2022,23570002,30,60
2022,23570003,60,90
2022,23580001,,
2022,23580002,,
2022,23580004,,
2022,23580101,60,60
2022,23580102,60,40
2022,23590001,,
2022,23590002,,
2022,23600001,40,60
2022,23600002,60,90
2022,23610002,,
2022,23610004,30,60
2022,23620001,10,0
2022,23620002,10,10
2022,23630001,,
2022,23630002,20,30
2022,23640002,,
2022,23650003,40,60
2022,23660001,5,10
2022,23660002,10,15
2022,23670001,,
2022,23680003,30,30
2022,23690001,,
2022,23690002,,
2022,23690004,,
2022,23700001,10,10
2022,23700002,,
2022,23730001,5,5
2022,23730002,10,20
2022,23730003,10,10
2022,23730004,10,10
2022,23740001,30,30
2022,23740002,,
2022,23740003,10,10
2022,23740004,,
2022,23760001,5,5
2022,23760002,10,20
2022,23760003,20,20
2022,23760004,,
2022,23760005,,
2022,23770001,,
2022,23770002,,
2022,23770003,5,10
2022,23780001,,
2022,23780002,,
2022,23790001,,
2022,23790002,30,30
2022,23790003,30,60
2022,23790004,60,90
2022,23820001,,
2022,23820002,20,30
2022,23840001,,
2022,23840002,,
2022,23850001,,
2022,23850002,,
2022,23860001,,
2022,23860002,,
2022,23860101,5,5
2022,23860102,5,5
2022,23870001,,
2022,23870002,,
2022,23910001,,
2022,23920001,,
2022,23930001,,
2022,23930002,,
2022,23930007,5,5
2022,23940001,,
2022,23940002,,
2022,23960001,30,60
2022,23960002,30,60
2022,23960003,,
2022,23970001,,
2022,23970002,,
2022,23970003,60,80
2022,23980001,,
2022,23980002,,
2022,2400001,,
2022,2400002,,
2022,24010001,60,80
2022,24010002,,
2022,24010004,40,60
2022,24010005,,
2022,24010006,,
2022,24040001,30,60
2022,24040002,,
2022,24060001,,
2022,24060002,,
2022,24060004,90,120
2022,24060005,60,100
2022,24080001,60,60
2022,24080002,120,60
2022,24080003,120,240
2022,24080004,30,40
2022,2410001,30,30
2022,2410002,60,60
2022,2410003,60,60
2022,24140001,30,0
2022,24140002,60,60
2022,24140003,0,60
2022,24150001,,
2022,24150002,,
2022,24150003,60,60
2022,24150004,30,120
2022,24190002,70,70
2022,24190005,20,20
2022,24200001,10,10
2022,24200002,10,10
2022,2420001,60,60
2022,2420002,10,10
2022,2420003,30,30
2022,2420004,30,30
2022,24220001,,
2022,24220005,,
2022,24230001,,
2022,24230002,,
2022,24250001,20,10
2022,24250002,30,20
2022,24260001,,
2022,24270001,,
2022,24270002,20,20
2022,24280001,10,10
2022,24280002,30,60
2022,24280004,60,60
2022,24280005,30,30
2022,24300001,10,10
2022,24300003,10,10
2022,2430001,60,60
2022,2430002,60,60
2022,2430003,60,60
2022,2430004,120,120
2022,24310001,30,30
2022,24330004,,
2022,24330005,,
2022,24340002,10,10
2022,24350001,10,10
2022,24350002,10,15
2022,24350003,30,30
2022,24360002,10,10
2022,24360003,20,20
2022,24370001,,
2022,24370002,,
2022,24370003,20,40
2022,24370004,120,120
2022,24380001,,
2022,24380002,,
2022,24390001,,
2022,24390002,,
2022,24400001,,
2022,24400002,60,300
2022,2440001,60,60
2022,2440002,60,60
2022,2440003,30,0
2022,2440004,,
2022,24410101,,
2022,24410102,,
2022,24420003,,
2022,24420005,,
2022,24450001,,
2022,24450002,5,5
2022,24450003,10,10
2022,24470001,10,10
2022,24470002,10,10
2022,24470004,60,60
2022,24480001,60,60
2022,24490001,60,60
2022,24490002,60,60
2022,24500001,,
2022,2450001,,
2022,2450002,5,10
2022,2450003,30,30
2022,2450004,5,10
2022,2450005,,
2022,24510001,20,20
2022,24510002,20,20
2022,24520003,60,90
2022,24520004,70,70
2022,24520005,70,80
2022,24530001,,
2022,24530002,,
2022,24530003,70,70
2022,24540001,,
2022,24540002,,
2022,24580001,10,10
2022,24580003,40,30
2022,24590001,30,30
2022,24600001,,
2022,24600002,30,30
2022,24600003,,
2022,2460001,,
2022,2460002,,
2022,24610001,10,10
2022,24610002,10,10
2022,24670001,,
2022,24670002,,
2022,24680001,,
2022,24680002,,
2022,24680003,,
2022,24690001,,
2022,24690002,,
2022,24700001,90,90
2022,24700002,10,10
2022,24700003,30,30
2022,24700004,30,30
2022,24710001,,
2022,24710002,30,30
2022,24710004,30,30
2022,24710005,30,60
2022,24730001,60,60
2022,24730002,10,10
2022,24730003,10,10
2022,24730004,10,10
2022,24740001,,
2022,24740003,60,60
2022,24750001,30,30
2022,24750002,30,30
2022,24750003,30,60
2022,24750004,60,60
2022,24770001,,
2022,24770002,,
2022,24770003,10,30
2022,24780001,20,30
2022,24780002,60,60
2022,24780003,60,60
2022,24780004,10,10
2022,24790001,,
2022,24840002,,
2022,24840101,,
2022,24840102,90,120
2022,24840103,40,120
2022,24840104,,
2022,24840105,,
2022,24850001,,
2022,24850002,,
2022,24860001,30,30
2022,24860002,,
2022,24860003,30,60
2022,24860004,60,60
2022,24890001,5,5
2022,24890002,,
2022,24890003,40,50
2022,24910001,,
2022,24910002,40,30
2022,24920001,,
2022,24930003,5,0
2022,24930004,,
2022,24940003,30,30
2022,24950001,,
2022,24950002,15,10
2022,25000001,30,60
2022,25000002,,
2022,25010001,,
2022,25010002,60,120
2022,25010003,,
2022,25010004,30,120
2022,25010005,40,120
2022,25020001,,
2022,25020002,,
2022,25020101,60,30
2022,25020102,60,30
2022,25030001,,
2022,25030002,,
2022,25040001,,
2022,25040002,,
2022,25060001,,
2022,25060002,30,40
2022,25070001,30,60
2022,25070002,,
2022,25070003,30,30
2022,25070004,30,30
2022,25150001,,
2022,25150002,120,60
2022,25180001,,
2022,25180002,,
2022,25180003,90,30
2022,25180004,90,150
2022,25210001,,
2022,25210002,150,120
2022,25210003,150,160
2022,25210004,120,180
2022,25240001,90,50
2022,25240002,90,120
2022,25240003,120,180
2022,25240004,30,70
2022,25260001,10,10
2022,25260002,,
2022,25260003,10,20
2022,25260004,180,120
2022,25260005,30,60
2022,25270001,30,60
2022,25270002,,
2022,25270003,120,180
2022,25270004,15,30
2022,25300001,10,10
2022,25300002,10,10
2022,25310001,,
2022,25310002,,
2022,25310003,90,150
2022,25320001,,
2022,25320002,,
2022,25320003,10,10
2022,25320004,20,20
2022,25330001,20,10
2022,25330002,10,5
2022,25330004,,
2022,25330005,,
2022,25340002,40,30
2022,25350001,10,10
2022,25350002,5,5
2022,25360001,60,60
2022,25370001,30,30
2022,25370002,40,40
2022,25480001,80,120
2022,25480002,60,120
2022,25490001,40,60
2022,25490002,60,120
2022,25490003,90,150
2022,25500001,60,30
2022,25500002,90,120
2022,25550001,90,120
2022,25550002,60,60
2022,25550003,120,120
2022,25550004,30,120
2022,25560001,40,60
2022,25570001,60,60
2022,25570002,60,60
2022,25570003,60,60
2022,25570004,60,60
2022,25580001,30,50
2022,25610001,10,10
2022,25610002,10,0
2022,25610003,40,80
2022,25610004,30,30
2022,25640001,60,60
2022,25640002,,
2022,25640003,60,180
2022,25640004,120,120
2022,25650001,,
2022,25660002,,
2022,25660003,,
2022,25660004,30,30
2022,25660005,20,20
2022,25660006,30,80
2022,25660007,30,30
2022,25660008,60,60
2022,25660009,60,90
2022,25670001,30,40
2022,25680001,,
2022,25680002,,
2022,25680003,20,30
2022,25690001,20,40
2022,25700001,,
2022,25710001,30,30
2022,25720001,30,60
2022,25720002,,
2022,25730001,60,120
2022,25740001,,
2022,25740002,,
2022,25760001,,
2022,25760002,,
2022,25770002,,
2022,25780001,,
2022,25780002,,
2022,25780003,30,30
2022,25790001,30,60
2022,25800002,,
2022,25810001,30,10
2022,25810002,30,10
2022,25810003,70,60
2022,25810004,270,210
2022,25820001,,
2022,25820002,,
2022,25840001,,
2022,25840002,,
2022,25850001,30,30
2022,25860001,,
2022,25880001,5,10
2022,25880002,,
2022,25880003,60,60
2022,25880004,60,120
2022,25890001,,
2022,25900001,20,20
2022,25900002,,
2022,25900004,40,40
2022,25910001,20,20
2022,25910002,10,10
2022,25910003,30,60
2022,25910004,30,60
2022,25920001,,
2022,25920002,30,20
2022,25920003,30,60
2022,25920004,70,90
2022,25930001,20,40
2022,25930002,60,90
2022,25940001,,
2022,25940002,30,30
2022,25950001,30,30
2022,25950002,30,30
2022,25950003,30,30
2022,25970001,,
2022,25970003,,
2022,25970004,10,20
2022,25970005,10,15
2022,25980001,,
2022,25980002,,
2022,25980003,30,40
2022,25990001,,
2022,26000001,30,30
2022,26000002,30,30
2022,260001,,
2022,260002,20,20
2022,260003,20,20
2022,260004,30,30
2022,26020002,,
2022,26020003,10,10
2022,26030002,,
2022,26030003,10,15
2022,26030004,15,20
2022,26030006,,
2022,26040001,,
2022,26040002,,
2022,26040003,30,40
2022,26060001,10,10
2022,26060002,,
2022,26070001,60,90
2022,26080001,,
2022,26080002,,
2022,26090001,5,5
2022,26090002,,
2022,26090003,,
2022,26090005,30,30
2022,26100001,10,30
2022,26100002,5,10
2022,26100003,15,20
2022,26100004,20,30
2022,26120001,20,10
2022,26130001,0,20
2022,26130002,,
2022,26140001,,
2022,26150001,20,40
2022,26150002,20,40
2022,26150003,20,40
2022,26160001,,
2022,26160002,20,20
2022,26160003,15,20
2022,26190002,,
2022,26190003,,
2022,2620001,120,240
2022,2620002,60,60
2022,2620003,60,60
2022,2620004,300,240
2022,26230001,10,10
2022,26230002,30,30
2022,26240001,15,10
2022,26240002,15,15
2022,26240003,60,60
2022,26240004,30,30
2022,26250001,,
2022,26250002,,
2022,26280001,,
2022,26280002,10,10
2022,26280003,5,20
2022,26280004,10,0
2022,26280005,,
2022,26290001,,
2022,26290002,,
2022,26290003,180,240
2022,26290004,180,300
2022,26290005,180,300
2022,26300001,,
2022,26300002,,
2022,26300003,,
2022,26300004,,
2022,26320001,,
2022,26340001,10,5
2022,26340002,20,5
2022,26340003,5,0
2022,26360001,10,0
2022,26360002,5,0
2022,26360003,10,10
2022,26370002,,
2022,26370003,30,30
2022,26370004,0,10
2022,26370005,60,90
2022,26370006,10,10
2022,2640001,,
2022,2640002,,
2022,2640003,,
2022,2640004,20,20
2022,2640005,120,120
2022,26410001,5,5
2022,26410002,10,5
2022,26410003,30,30
2022,26410004,5,5
2022,26420001,5,5
2022,26420002,5,5
2022,26420003,10,5
2022,26440001,,
2022,26440002,,
2022,26470001,,
2022,26470002,,
2022,26470003,60,120
2022,26480001,,
2022,26480002,,
2022,26490001,,
2022,26490002,,
2022,26500001,20,30
2022,26500002,,
2022,26510001,,
2022,26510002,,
2022,26520001,,
2022,26520002,,
2022,26520005,60,120
2022,26530001,,
2022,26530002,,
2022,26530003,120,180
2022,26530004,7,9
2022,26540001,,
2022,26540002,60,90
2022,26540003,30,60
2022,26550001,,
2022,26550002,,
2022,26550003,30,60
2022,26550004,60,90
2022,26570001,,
2022,26580001,,
2022,26600001,,
2022,26600002,,
2022,26600003,30,30
2022,26600004,30,30
2022,26610001,,
2022,26610002,,
2022,26610003,,
2022,26620001,,
2022,26620002,20,30
2022,26630001,,
2022,26630002,,
2022,26630003,20,30
2022,26640001,10,10
2022,26640002,,
2022,26640003,,
2022,26650001,20,30
2022,26650002,20,30
2022,26660001,,
2022,26660002,5,20
2022,26660003,20,30
2022,26700001,,
2022,26700002,,
2022,26700003,15,30
2022,26700004,15,30
2022,26710001,15,30
2022,26710002,15,30
2022,26720001,,
2022,26720002,,
2022,26730001,,
2022,26730002,10,10
2022,26730003,20,30
2022,26730004,20,30
2022,26740001,10,15
2022,26740002,,
2022,26750001,,
2022,26750002,,
2022,26750003,30,40
2022,26750004,20,30
2022,26750005,30,40
2022,26770001,5,5
2022,26770002,10,10
2022,26770003,20,20
2022,26770004,,
2022,26770005,,
2022,26780001,5,5
2022,26790001,30,30
2022,26790002,30,30
2022,26790003,20,30
2022,26790004,60,60
2022,26790005,60,40
2022,26800001,60,60
2022,26800002,90,120
2022,26800003,120,180
2022,26800004,10,10
2022,26800005,90,120
2022,26810001,30,30
2022,26810002,30,30
2022,26810003,120,180
2022,26810004,60,60
2022,26810005,150,180
2022,26820001,80,120
2022,26820002,30,30
2022,26820003,30,30
2022,26830001,,
2022,26830002,,
2022,26830004,60,120
2022,26830101,60,120
2022,26840001,,
2022,26840002,,
2022,26850001,60,60
2022,26850002,20,0
2022,26850003,180,180
2022,26850004,110,150
2022,26870001,5,10
2022,26870002,10,10
2022,26870003,60,60
2022,26870004,,
2022,26870005,,
2022,26880001,10,10
2022,26880002,20,30
2022,26880003,240,240
2022,26880004,360,540
2022,26890001,,
2022,26890002,,
2022,26890101,30,60
2022,26900001,10,10
2022,26900002,,
2022,2690001,,
2022,2690002,,
2022,26910001,,
