gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,39,No,No phone service,DSL,No,No internet service,Yes,Yes,No,No,One year,No,Mailed check,49.45,1909.37,0
Female,0,Yes,No,51,Yes,No phone service,No,No internet service,No internet service,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),30.98,1682.93,0
Female,0,No,No,18,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),74.12,1181.38,0
Male,0,Yes,No,47,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Electronic check,89.91,4123.41,0
Female,0,No,No,32,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No internet service,Two year,No,Electronic check,25.13,721.6,0
Female,1,No,No,68,No,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),67.07,4555.69,0
Female,0,Yes,No,11,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No,One year,Yes,Credit card (automatic),97.79,1046.43,1
Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,94.29,1054.83,0
Male,0,No,Yes,33,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,One year,No,Electronic check,101.14,3413.97,0
Male,0,No,No,37,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.72,2397.26,1
Female,0,No,No,50,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),101.7,5096.65,0
Female,0,No,No,29,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),42.56,1265.7,0
Male,0,Yes,Yes,66,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,Yes,One year,Yes,Electronic check,54.8,3547.84,0
Female,0,No,No,34,No,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.99,1292.24,1
Female,0,No,No,9,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,One year,Yes,Electronic check,65.68,502.16,0
Female,0,Yes,No,8,Yes,Yes,No,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,57.99,530.75,0
Male,1,Yes,Yes,71,No,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,42.57,3117.36,0
Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,94.68,868.99,0
Male,0,No,No,69,Yes,Yes,No,No,Yes,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),50.01,3436.59,0
Female,1,Yes,Yes,20,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Electronic check,45.83,948.62,0
Female,0,No,Yes,6,No,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.35,0.0,1
Male,0,No,Yes,22,No,No phone service,No,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),62.76,1404.9,0
Female,0,Yes,No,44,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Two year,No,Mailed check,48.9,2142.53,0
Female,0,No,Yes,31,Yes,No,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.67,1721.72,0
Male,0,No,No,57,Yes,No phone service,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,42.07,2454.51,0
Male,0,No,No,44,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,95.84,4210.98,0
Female,0,No,No,29,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Two year,No,Electronic check,112.86,3181.72,1
Female,1,Yes,No,46,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),68.79,3153.03,0
Female,1,Yes,No,70,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),83.59,5856.7,0
Female,0,Yes,Yes,30,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No,Two year,Yes,Electronic check,106.45,3202.69,1
Male,0,Yes,No,11,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),119.88,1331.63,1
Female,0,No,Yes,29,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),80.58,2419.97,1
Female,1,Yes,Yes,61,No,No,No,No internet service,No,No,Yes,No,No,Month-to-month,No,Mailed check,108.76,6547.48,1
Male,0,No,No,15,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),110.68,1674.26,1
Male,1,No,Yes,69,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),98.73,6915.56,0
Female,0,Yes,Yes,42,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),65.02,2592.07,1
Female,0,No,No,43,No,No,No,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,26.28,1144.41,0
Female,0,Yes,No,23,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,19.61,404.2,0
Male,0,No,Yes,67,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),66.67,4437.23,0
Male,0,Yes,No,2,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Mailed check,68.42,64.46,0
Female,1,Yes,No,21,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Credit card (automatic),59.55,1236.99,0
Female,0,Yes,No,30,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,75.95,2425.8,1
Female,0,No,Yes,34,Yes,Yes,No,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),74.32,2425.73,0
Female,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.33,3419.65,0
Male,0,No,No,10,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),29.08,186.65,1
Female,0,Yes,Yes,16,No,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),40.97,793.71,0
Male,1,Yes,Yes,6,No,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),98.89,556.35,0
Female,1,No,Yes,41,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,104.48,4281.63,0
Male,0,No,No,25,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,One year,No,Bank transfer (automatic),119.47,2954.53,1
Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,107.04,4313.09,0
Female,0,Yes,No,43,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,108.77,4658.3,0
Female,1,Yes,No,51,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,50.06,2749.72,1
Female,0,No,Yes,39,Yes,No,DSL,No,Yes,Yes,No,No internet service,No,Two year,No,Mailed check,58.97,2411.2,0
Female,0,Yes,No,47,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),45.34,2062.74,0
Female,1,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.84,3405.09,0
Male,1,No,Yes,47,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),113.76,5280.2,0
Male,0,Yes,No,45,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,53.15,2249.64,0
Female,0,Yes,No,23,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,74.81,1802.19,1
Female,0,No,No,17,Yes,No phone service,No,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),48.22,912.55,0
Female,0,Yes,No,57,Yes,No,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),35.32,2096.92,0
Female,0,Yes,Yes,25,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.91,910.16,0
Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Electronic check,23.91,943.06,0
Female,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),114.83,1667.6,0
Female,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,No,One year,No,Bank transfer (automatic),59.09,1863.11,0
Female,0,No,No,38,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.08,3885.55,1
Male,0,No,No,45,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,87.5,3807.97,0
Female,1,Yes,No,38,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.58,1437.15,0
Male,0,Yes,No,26,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,35.9,1019.72,0
Female,1,Yes,No,70,Yes,No,DSL,No,No,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,100.82,6961.59,0
Female,0,Yes,Yes,37,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.0,1716.1,0
Female,0,No,Yes,59,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),111.16,6584.96,0
Male,1,Yes,Yes,53,No,Yes,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),32.29,1771.38,0
Female,0,No,No,40,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,87.13,3554.96,0
Male,0,No,No,64,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,One year,Yes,Mailed check,101.08,6413.56,0
Female,0,Yes,Yes,9,Yes,Yes,No,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,42.0,248.64,1
Male,0,No,No,67,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),46.17,3050.71,0
Male,0,No,No,62,Yes,No,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Mailed check,116.38,7286.69,0
Female,0,Yes,Yes,36,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),44.99,1576.28,0
Female,0,Yes,No,53,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,61.86,3223.06,0
Male,0,Yes,No,37,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,62.12,2152.73,1
Male,0,No,No,19,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,43.81,972.6,1
Male,0,No,No,58,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,No,Two year,Yes,Credit card (automatic),97.13,5699.6,1
Female,0,Yes,No,17,No,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No,One year,Yes,Electronic check,96.73,1706.0,1
Male,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),56.59,1322.4,0
Male,0,Yes,No,37,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,103.18,3863.8,1
Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,39.73,2403.98,0
Male,0,Yes,No,28,No,No phone service,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),18.44,503.22,0
Male,0,Yes,No,36,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),76.26,2711.15,0
Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),119.4,568.98,1
Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),21.94,219.99,0
Male,1,Yes,Yes,4,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,39.22,119.78,0
Female,1,No,No,5,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,70.93,391.89,0
Female,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.61,6257.56,0
Male,0,No,No,61,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),27.08,1772.24,0
Female,0,No,No,59,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),58.31,3387.4,1
Female,1,No,Yes,4,Yes,Yes,No,No internet service,No,No,No internet service,No,Yes,One year,Yes,Electronic check,94.2,416.89,0
Female,0,Yes,Yes,5,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,55.9,364.78,0
Male,0,No,No,20,Yes,No,No,No,No internet service,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),37.26,775.98,1
Male,0,Yes,Yes,41,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),37.94,1563.1,0
Male,0,Yes,No,24,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),59.82,1436.54,0
Male,1,No,No,35,Yes,No,DSL,No internet service,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),66.9,2336.98,0
Female,1,Yes,No,12,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,No,Mailed check,105.91,1224.78,1
Female,0,No,No,53,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,83.51,4390.07,0
Female,0,Yes,No,22,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.42,2063.61,1
Female,0,No,No,4,Yes,No,No,No internet service,No,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),118.26,464.36,0
Female,0,No,Yes,54,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,60.01,3177.68,0
Male,1,No,No,65,No,No phone service,DSL,No internet service,No,Yes,No,No,No internet service,One year,No,Mailed check,59.14,3802.8,1
Male,0,No,No,1,Yes,No,DSL,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.18,200.21,1
Male,0,No,Yes,31,No,No,DSL,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),43.08,1389.53,0
Male,0,Yes,No,60,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,No,One year,No,Credit card (automatic),92.44,5591.23,0
Female,0,Yes,No,51,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,No,One year,Yes,Credit card (automatic),94.97,4822.87,0
Male,0,Yes,Yes,62,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,27.97,1780.01,0
Male,0,No,No,30,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,Two year,Yes,Mailed check,65.76,1921.32,0
Male,1,No,No,27,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),38.46,1017.65,0
Female,0,No,No,51,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),36.91,1959.99,0
Female,0,No,No,11,No,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Two year,Yes,Mailed check,65.31,788.35,1
Male,0,Yes,No,17,Yes,Yes,DSL,No,No internet service,No,No,No,No internet service,Two year,Yes,Credit card (automatic),47.52,729.29,1
Male,0,No,No,43,No,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),99.2,4197.16,0
Male,0,No,No,48,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),110.58,5316.54,0
Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.88,937.13,1
Male,0,Yes,Yes,37,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),45.14,1516.93,0
Female,0,No,No,26,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),45.96,1217.23,1
Female,0,Yes,No,36,No,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),43.98,1473.2,0
Female,0,No,Yes,69,No,No phone service,DSL,No internet service,Yes,No,No,No,No internet service,One year,No,Mailed check,31.77,2141.38,0
Male,1,No,No,5,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,114.27,542.2,1
Male,1,No,No,72,No,No phone service,No,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.01,4215.08,0
Male,0,No,No,32,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.92,1266.74,1
Female,0,No,No,56,Yes,Yes,No,No,Yes,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),104.36,5844.74,0
Male,0,No,No,30,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,One year,No,Credit card (automatic),58.72,1718.78,0
Male,1,No,No,22,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.58,357.76,0
Male,0,Yes,No,56,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,34.52,1995.51,0
Female,0,No,Yes,50,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),83.2,4220.23,1
Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),97.86,1046.05,1
Male,1,No,Yes,51,Yes,No phone service,No,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),39.52,1892.26,0
Female,0,Yes,No,54,Yes,No phone service,No,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Mailed check,111.57,6048.69,0
Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,104.8,2988.48,0
Female,0,No,No,67,Yes,No,No,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,104.53,6921.01,1
Female,0,Yes,No,46,Yes,No phone service,No,Yes,No internet service,Yes,No internet service,No,No internet service,One year,No,Electronic check,41.22,1896.85,0
Male,1,Yes,Yes,24,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Two year,No,Bank transfer (automatic),23.15,546.3,0
Female,0,No,No,0,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.48,147.37,0
Female,0,Yes,Yes,49,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.19,2564.27,0
Female,0,No,No,15,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.13,1083.8,1
Female,0,Yes,No,55,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,95.52,5453.11,0
Female,0,Yes,No,38,Yes,No phone service,No,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),31.09,1108.2,1
Male,0,No,No,34,Yes,No,DSL,No,No,No,Yes,No internet service,No,One year,No,Electronic check,97.65,3398.55,1
Female,1,Yes,No,11,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),113.73,1328.67,0
Female,0,No,No,51,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,One year,No,Mailed check,92.29,4627.13,0
Male,0,No,No,12,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),63.0,795.46,0
Male,0,Yes,No,30,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.42,3214.0,0
Female,0,No,No,61,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),71.8,4424.15,0
Male,0,Yes,Yes,67,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.97,6314.44,0
Female,0,No,No,72,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),101.69,7417.39,0
Female,0,Yes,Yes,69,Yes,No phone service,DSL,No internet service,No,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),94.43,6521.7,0
Female,0,Yes,No,40,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),47.36,1880.97,0
Male,0,Yes,No,14,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),30.02,507.97,0
Male,0,No,No,61,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),42.31,2627.34,0
Female,0,Yes,Yes,58,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),69.29,4077.37,0
Female,0,No,Yes,72,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,No,Two year,No,Mailed check,69.54,4953.71,0
Male,1,Yes,No,47,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,77.43,3555.59,0
Male,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No,Yes,Two year,No,Electronic check,58.3,537.58,0
Male,0,No,No,36,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),98.26,3487.69,0
Female,0,Yes,No,32,Yes,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,111.14,3619.38,0
Female,0,Yes,No,61,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),43.17,2711.45,0
Male,0,No,Yes,28,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,Yes,One year,No,Credit card (automatic),93.13,2595.23,0
Male,0,No,No,23,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),87.15,2118.92,1
Male,0,Yes,No,5,Yes,Yes,No,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,71.36,466.28,0
Female,0,No,No,60,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),37.23,2253.27,0
Male,0,No,Yes,55,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,No,Two year,No,Credit card (automatic),99.11,5385.3,0
Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),115.98,473.97,1
Male,0,No,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.63,2835.65,1
Female,0,No,No,35,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,111.62,3916.79,0
Male,0,No,No,34,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,118.39,3998.09,0
Male,0,Yes,Yes,67,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),53.91,3540.79,0
Female,0,Yes,No,10,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),83.1,713.51,0
Male,0,No,Yes,22,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,66.34,1510.11,0
Male,0,No,Yes,13,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,118.64,1479.65,1
Female,1,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,Yes,Electronic check,27.57,713.45,0
Female,0,Yes,No,66,Yes,No,No,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),60.06,3877.07,0
Male,0,No,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,107.3,7195.81,0
Male,1,No,No,3,Yes,No,No,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,46.97,181.72,1
Male,0,Yes,Yes,46,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),98.35,4646.45,1
Female,0,Yes,Yes,16,Yes,No,No,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,57.04,917.81,0
Female,0,No,No,14,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,Two year,Yes,Electronic check,117.96,1697.22,1
Female,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,108.12,2123.04,0
Female,0,No,No,14,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,48.73,628.02,0
Male,0,No,No,35,Yes,Yes,No,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),96.56,3293.71,0
