고객ID,나이,성별,지역,서비스,요금제유형,월정액,월시청시간,월평균접속횟수,프로필수,동시접속이용,구독유형,가입기간_개월,등록기기수,오프라인저장,키즈프로필,추가프로필구매,독점콘텐츠시청,부가서비스수,Netflix_사용,Tving_사용,Disney_사용,CS문의횟수_6개월,불만접수건수,만족도점수,결제방법,결제실패경험,할인율,주사용기기기간_개월,주사용기기,이탈여부
OTT00969,67,남성,인천,Netflix,베이직,9233,2.45,11,5,0,월간 구독,32,1,0,1,0,1,2,1,1,1,1,0,3,휴대폰결제,0,0,11,스마트TV,0
OTT00970,51,여성,인천,Tving,프리미엄 4K,16598,17.22,20,3,1,연간 구독,52,4,1,1,0,1,3,0,1,0,1,0,4,간편결제,0,5,6,스마트폰,0
OTT00971,35,남성,충북,Netflix,연간 멤버십,12792,98.54,34,5,0,월간 구독,7,4,1,0,1,1,3,1,0,0,2,0,3,신용카드,0,0,19,스마트폰,0
OTT00972,47,남성,서울,Tving,연간 멤버십,11372,79.49,24,3,1,6개월 구독,25,1,1,0,1,1,3,0,1,0,0,1,3,신용카드,0,0,5,태블릿,0
OTT00973,32,여성,대전,Tving,베이직,9425,51.5,16,5,0,월간 구독,23,1,1,0,0,1,2,0,1,0,1,0,2,휴대폰결제,0,5,31,스마트TV,0
OTT00974,44,남성,경남,Netflix,베이직,9931,4.47,9,1,0,월간 구독,2,1,0,0,1,1,2,1,1,0,0,1,1,간편결제,0,5,18,스마트TV,1
OTT00975,68,남성,서울,Netflix,광고형 스탠다드,5440,107.19,19,5,1,6개월 구독,9,1,1,1,0,0,2,1,1,0,3,0,2,휴대폰결제,0,0,30,PC,1
OTT00976,51,여성,서울,Tving,광고형 스탠다드,5300,38.23,17,5,1,연간 구독,37,1,1,1,1,0,3,0,1,0,0,1,2,신용카드,1,0,17,스마트TV,1
OTT00977,69,여성,강원,Disney+,연간 멤버십,11475,34.12,46,5,0,월간 구독,42,1,0,0,0,1,1,0,1,1,3,1,2,신용카드,0,15,2,태블릿,0
OTT00978,74,남성,경기,Disney+,프리미엄 4K,16403,135.95,11,5,0,6개월 구독,32,2,0,0,0,0,0,0,1,1,3,2,2,간편결제,0,10,24,PC,0
OTT00979,55,여성,경기,Disney+,베이직,9339,0.44,14,4,1,연간 구독,43,1,0,0,0,1,1,0,0,1,0,0,1,신용카드,0,0,28,스마트폰,0
OTT00980,50,여성,서울,Disney+,베이직,9578,40.58,9,1,0,월간 구독,22,1,1,0,1,0,2,0,0,1,1,0,1,정기결제,0,10,4,스마트TV,0
OTT00981,41,남성,부산,Tving,광고형 스탠다드,5339,78.33,17,1,0,월간 구독,18,2,1,0,0,0,1,1,1,0,1,0,5,신용카드,0,0,29,스마트TV,0
OTT00982,32,남성,서울,Disney+,광고형 스탠다드,5894,3.29,25,1,0,연간 구독,42,1,1,0,0,0,1,0,0,1,0,0,5,간편결제,0,10,24,스마트폰,0
OTT00983,47,여성,인천,Disney+,연간 멤버십,12984,22.09,10,4,0,월간 구독,46,1,1,0,0,0,1,1,1,1,1,1,5,간편결제,0,10,5,스마트TV,0
OTT00984,72,남성,충남,Disney+,베이직,10077,189.68,23,5,1,월간 구독,23,1,0,0,0,0,0,0,1,1,0,0,2,간편결제,0,0,12,태블릿,0
OTT00985,59,여성,경기,Netflix,광고형 스탠다드,5318,11.9,7,2,0,연간 구독,9,1,0,0,1,1,2,1,0,1,1,0,3,신용카드,0,0,21,스마트폰,0
OTT00986,68,여성,인천,Disney+,베이직,9398,37.88,29,3,1,월간 구독,27,2,1,0,0,1,2,0,0,1,2,0,2,신용카드,0,5,35,스마트TV,0
OTT00987,34,여성,제주,Tving,베이직,9830,68.53,15,3,0,월간 구독,34,1,1,0,1,1,3,0,1,1,1,0,1,신용카드,0,0,34,스마트TV,0
OTT00988,22,남성,울산,Disney+,스탠다드 HD,13838,24.75,16,5,1,월간 구독,9,2,1,1,0,0,2,0,0,1,1,0,3,신용카드,0,30,19,스마트TV,0
OTT00989,46,여성,경북,Netflix,광고형 스탠다드,5081,26.2,34,5,0,월간 구독,21,3,1,0,0,0,1,1,0,0,0,0,2,휴대폰결제,0,0,6,태블릿,0
OTT00990,21,남성,경기,Netflix,연간 멤버십,11306,3.27,15,3,0,6개월 구독,17,1,0,1,0,0,1,1,0,1,0,1,3,간편결제,0,20,32,태블릿,0
OTT00991,27,남성,충남,Netflix,스탠다드 HD,12861,10.54,23,2,0,연간 구독,5,2,0,0,1,0,1,1,1,0,0,0,2,간편결제,0,30,30,태블릿,0
OTT00992,73,남성,서울,Netflix,프리미엄 4K,17111,106.27,27,5,0,6개월 구독,14,2,0,0,1,1,2,1,0,0,1,0,1,간편결제,0,0,11,PC,0
OTT00993,34,남성,서울,Netflix,광고형 스탠다드,5000,85.27,33,5,0,월간 구독,18,1,1,0,0,0,1,1,0,0,2,0,3,정기결제,0,5,3,태블릿,0
OTT00994,27,여성,경기,Disney+,베이직,9357,18.17,23,5,0,6개월 구독,24,1,0,0,0,0,0,0,0,1,3,0,4,휴대폰결제,0,10,31,스마트TV,0
OTT00995,34,남성,경기,Netflix,연간 멤버십,11841,24.04,16,1,0,연간 구독,51,3,0,0,0,0,0,1,0,1,0,0,3,간편결제,0,15,4,스마트TV,0
OTT00996,37,남성,경북,Netflix,스탠다드 HD,13068,29.03,14,1,1,월간 구독,9,2,0,0,0,0,0,1,0,0,1,0,2,간편결제,0,0,34,스마트폰,0
OTT00997,41,여성,경기,Netflix,프리미엄 4K,15871,21.23,23,4,0,연간 구독,31,2,0,0,1,1,2,1,0,0,3,0,4,신용카드,0,0,9,스마트TV,0
OTT00998,22,남성,대전,Tving,베이직,9601,53.05,12,5,0,연간 구독,21,4,1,0,0,1,2,0,1,0,3,0,1,간편결제,0,0,11,태블릿,0
OTT00999,51,여성,세종,Netflix,프리미엄 4K,16386,0.65,25,1,1,연간 구독,35,1,0,0,0,0,0,1,0,1,0,1,2,간편결제,0,20,3,스마트폰,0
OTT01000,23,남성,대구,Netflix,스탠다드 HD,13944,106.08,22,3,1,월간 구독,26,1,1,1,0,1,3,1,0,1,0,0,1,휴대폰결제,0,30,24,PC,0
OTT01001,70,여성,경기,Tving,프리미엄 4K,15585,17.88,8,5,0,월간 구독,17,1,0,0,1,0,1,1,1,0,0,0,1,신용카드,0,10,7,스마트폰,1
OTT01002,19,여성,대구,Tving,스탠다드 HD,13359,102.93,7,5,0,월간 구독,4,1,1,0,1,1,3,0,1,1,1,0,3,간편결제,0,10,20,스마트폰,0
OTT01003,30,남성,경기,Netflix,프리미엄 4K,16629,30.29,20,5,0,6개월 구독,7,3,1,0,0,1,2,1,0,0,0,1,4,간편결제,0,5,32,스마트TV,0
OTT01004,60,남성,서울,Netflix,연간 멤버십,13862,74.88,17,1,0,6개월 구독,3,2,1,0,0,1,2,1,0,0,1,0,5,간편결제,0,0,35,PC,0
OTT01005,60,남성,제주,Netflix,스탠다드 HD,13366,87.37,28,5,1,연간 구독,41,2,1,0,0,1,2,1,0,0,2,1,1,신용카드,0,0,7,PC,0
OTT01006,65,여성,서울,Disney+,베이직,9440,17.93,10,4,0,월간 구독,31,2,0,1,0,1,2,0,1,1,1,0,4,간편결제,0,5,19,스마트폰,0
OTT01007,28,남성,서울,Netflix,광고형 스탠다드,5558,51.13,27,1,1,월간 구독,21,1,1,1,1,1,4,1,1,0,1,0,4,간편결제,0,0,26,스마트TV,0
OTT01008,68,남성,경북,Tving,베이직,9632,46.75,27,5,1,연간 구독,59,1,0,1,1,1,3,0,1,1,1,0,5,정기결제,0,0,7,스마트TV,0
OTT01009,64,남성,경기,Netflix,베이직,9397,32.31,8,1,0,6개월 구독,14,1,0,0,1,1,2,1,0,1,1,0,5,신용카드,0,10,19,태블릿,0
OTT01010,74,남성,대전,Tving,광고형 스탠다드,5339,31.7,17,5,0,월간 구독,44,1,1,0,0,1,2,0,1,0,0,0,2,간편결제,0,20,15,스마트폰,0
OTT01011,40,남성,경기,Netflix,광고형 스탠다드,5063,18.21,33,4,1,월간 구독,27,2,1,1,0,1,3,1,1,0,1,0,1,휴대폰결제,0,5,7,스마트TV,0
OTT01012,72,여성,경기,Netflix,광고형 스탠다드,5505,18.57,24,5,0,월간 구독,38,1,1,0,0,1,2,1,1,0,4,0,5,간편결제,0,5,10,태블릿,0
OTT01013,33,남성,경기,Tving,베이직,9626,39.72,19,5,0,연간 구독,23,2,1,0,0,0,1,0,1,1,0,2,5,신용카드,0,0,19,스마트TV,0
OTT01014,48,남성,경기,Netflix,광고형 스탠다드,5749,1.64,28,4,0,월간 구독,10,1,1,1,1,1,4,1,0,0,1,0,3,간편결제,0,15,16,스마트TV,0
OTT01015,28,여성,경기,Netflix,베이직,9036,135.65,15,5,0,연간 구독,46,1,1,1,1,0,3,1,1,0,0,0,1,간편결제,0,5,21,스마트폰,0
OTT01016,71,여성,강원,Tving,스탠다드 HD,12953,52.49,16,5,0,연간 구독,21,1,1,1,0,0,2,0,1,0,0,1,2,간편결제,0,30,24,스마트폰,0
OTT01017,33,남성,부산,Disney+,광고형 스탠다드,5706,29.3,21,5,0,연간 구독,50,1,0,1,0,0,1,0,0,1,0,1,4,신용카드,0,10,0,스마트폰,0
OTT01018,25,남성,제주,Netflix,베이직,9180,3.19,34,1,0,연간 구독,3,1,1,0,0,0,1,1,1,0,2,0,1,간편결제,0,5,4,스마트폰,0
OTT01019,21,남성,서울,Tving,연간 멤버십,11923,49.71,10,4,0,연간 구독,48,2,1,0,0,1,2,1,1,0,2,0,5,신용카드,0,0,7,태블릿,0
OTT01020,57,여성,부산,Disney+,프리미엄 4K,16916,0.9,24,1,0,연간 구독,11,4,1,0,1,0,2,0,1,1,2,0,1,신용카드,0,10,33,스마트TV,1
OTT01021,21,남성,대구,Disney+,스탠다드 HD,13370,56.95,16,5,0,월간 구독,13,1,1,0,1,1,3,0,0,1,1,0,3,정기결제,0,10,25,스마트TV,0
OTT01022,73,여성,경남,Tving,연간 멤버십,10047,3.76,32,5,0,연간 구독,9,1,0,0,1,0,1,1,1,1,0,0,5,간편결제,0,0,3,태블릿,0
OTT01023,42,여성,서울,Tving,스탠다드 HD,13578,53.37,27,5,0,6개월 구독,46,2,1,0,1,1,3,0,1,0,1,0,4,신용카드,0,0,29,스마트폰,0
OTT01024,20,여성,대구,Netflix,연간 멤버십,11993,26.03,19,5,1,6개월 구독,15,1,0,0,0,0,0,1,1,0,1,0,2,휴대폰결제,0,10,32,PC,1
OTT01025,49,남성,경북,Tving,연간 멤버십,13495,54.33,25,5,1,월간 구독,51,1,1,0,0,0,1,1,1,0,2,0,3,간편결제,0,5,8,PC,0
OTT01026,20,남성,경기,Netflix,광고형 스탠다드,5231,7.45,14,5,1,6개월 구독,2,3,0,0,0,0,0,1,0,0,2,0,3,신용카드,0,0,2,PC,0
OTT01027,44,남성,경북,Netflix,베이직,9410,6.24,13,5,1,연간 구독,24,1,1,1,0,0,2,1,0,0,1,0,3,신용카드,0,10,32,PC,0
OTT01028,46,남성,서울,Netflix,베이직,9368,14.21,45,5,1,월간 구독,13,2,0,1,1,1,3,1,0,0,2,1,2,신용카드,0,10,16,스마트폰,0
OTT01029,49,여성,충북,Netflix,광고형 스탠다드,5706,26.51,16,4,1,월간 구독,24,1,1,0,0,1,2,1,0,0,0,0,5,간편결제,0,0,25,스마트폰,0
OTT01030,67,여성,제주,Tving,광고형 스탠다드,5464,14.59,21,1,1,연간 구독,23,2,1,0,0,1,2,0,1,0,0,0,3,간편결제,0,0,35,스마트폰,0
OTT01031,68,여성,대전,Tving,베이직,9583,4.28,16,5,1,연간 구독,50,3,1,0,0,0,1,0,1,0,2,1,3,휴대폰결제,0,0,3,스마트TV,0
OTT01032,36,여성,경기,Tving,연간 멤버십,11959,19.65,7,5,0,연간 구독,34,1,1,0,0,1,2,1,1,0,1,0,2,간편결제,0,20,16,스마트TV,0
OTT01033,38,남성,서울,Netflix,베이직,9477,61.17,9,3,0,월간 구독,3,2,0,0,1,0,1,1,0,0,0,0,1,신용카드,0,0,25,스마트TV,1
OTT01034,22,남성,경남,Netflix,연간 멤버십,11558,43.74,23,5,0,월간 구독,14,1,1,1,0,0,2,1,1,0,1,0,2,신용카드,1,0,34,스마트TV,1
OTT01035,35,남성,인천,Tving,프리미엄 4K,16556,165.28,5,5,1,6개월 구독,26,1,0,0,0,0,0,0,1,0,2,0,4,간편결제,0,20,19,스마트TV,0
OTT01036,45,여성,서울,Disney+,프리미엄 4K,17321,28.63,12,4,0,월간 구독,1,1,1,0,0,0,1,0,1,1,1,1,4,신용카드,0,0,3,PC,0
OTT01037,59,여성,울산,Netflix,베이직,9890,20.23,26,5,1,6개월 구독,29,1,0,0,1,0,1,1,0,0,3,0,5,휴대폰결제,0,15,8,스마트TV,0
OTT01038,39,여성,인천,Netflix,스탠다드 HD,14226,59.16,22,1,0,6개월 구독,12,1,1,0,0,0,1,1,1,0,0,1,4,신용카드,0,15,15,스마트폰,0
OTT01039,38,남성,서울,Disney+,광고형 스탠다드,5217,26.55,15,5,0,연간 구독,5,1,0,0,0,1,1,1,0,1,1,0,3,휴대폰결제,0,5,11,태블릿,0
OTT01040,23,남성,경기,Netflix,스탠다드 HD,14374,48.16,15,5,0,연간 구독,51,1,1,0,0,0,1,1,1,0,1,0,2,간편결제,0,10,16,스마트TV,0
OTT01041,18,여성,서울,Disney+,연간 멤버십,12940,146.21,9,1,1,6개월 구독,52,1,1,1,0,1,3,1,0,1,2,1,4,신용카드,0,0,24,스마트TV,0
OTT01042,22,남성,대구,Tving,스탠다드 HD,13884,34.58,42,1,0,월간 구독,41,1,0,0,1,0,1,1,1,0,0,0,3,간편결제,0,5,13,스마트폰,0
OTT01043,58,여성,광주,Netflix,베이직,9830,34.48,10,5,0,6개월 구독,55,2,0,0,1,1,2,1,0,1,2,0,5,휴대폰결제,0,5,6,태블릿,0
OTT01044,29,여성,부산,Netflix,스탠다드 HD,13826,74.62,30,5,1,월간 구독,7,3,1,0,0,0,1,1,0,0,1,0,2,간편결제,0,0,19,스마트TV,0
OTT01045,43,여성,전남,Netflix,베이직,9526,70.55,0,2,1,연간 구독,35,1,0,0,0,1,1,1,0,0,1,0,2,간편결제,1,10,17,태블릿,0
OTT01046,63,남성,경북,Netflix,프리미엄 4K,16310,36.31,28,1,0,연간 구독,7,2,0,1,1,0,2,1,0,1,1,1,1,신용카드,1,0,26,스마트TV,1
OTT01047,51,남성,대구,Disney+,프리미엄 4K,16757,3.35,29,1,0,월간 구독,47,1,0,1,0,1,2,0,1,1,1,1,5,간편결제,0,0,34,스마트TV,0
OTT01048,66,남성,서울,Tving,광고형 스탠다드,5512,197.61,10,5,1,월간 구독,25,1,0,1,0,0,1,0,1,1,1,0,4,신용카드,0,10,14,스마트TV,0
OTT01049,31,남성,울산,Tving,스탠다드 HD,13078,23.69,13,4,1,연간 구독,32,1,1,1,0,1,3,1,1,1,2,0,5,정기결제,0,15,2,스마트폰,0
OTT01050,43,남성,경기,Disney+,스탠다드 HD,13786,19.04,30,5,0,월간 구독,28,1,1,1,0,1,3,0,0,1,2,0,4,간편결제,0,5,28,스마트TV,0
OTT01051,62,여성,부산,Netflix,광고형 스탠다드,5365,199.63,8,1,0,월간 구독,43,1,1,0,0,0,1,1,0,0,1,1,3,휴대폰결제,0,20,15,스마트TV,0
OTT01052,44,여성,광주,Tving,프리미엄 4K,17303,102.84,24,5,1,6개월 구독,26,4,1,1,0,1,3,0,1,1,1,0,2,간편결제,0,0,9,스마트TV,0
OTT01053,26,남성,경기,Tving,베이직,9457,20.04,13,5,1,월간 구독,57,2,0,0,0,0,0,1,1,0,2,0,5,신용카드,0,30,5,스마트TV,0
OTT01054,43,남성,경남,Disney+,프리미엄 4K,17361,18.43,29,2,0,연간 구독,10,1,1,1,0,1,3,0,0,1,0,0,3,신용카드,0,0,33,스마트폰,0
OTT01055,74,남성,서울,Netflix,스탠다드 HD,13775,63.82,38,5,0,6개월 구독,33,2,1,0,1,0,2,1,0,0,1,1,3,신용카드,0,5,13,스마트폰,0
OTT01056,64,남성,대전,Tving,베이직,9656,20.35,9,1,0,월간 구독,9,1,1,0,0,0,1,1,1,1,3,1,3,간편결제,0,20,18,스마트폰,1
OTT01057,74,여성,서울,Disney+,프리미엄 4K,16659,14.48,25,2,0,월간 구독,35,4,0,0,0,0,0,0,0,1,3,0,5,신용카드,0,5,18,스마트폰,0
OTT01058,39,남성,경남,Netflix,광고형 스탠다드,5427,194.78,29,5,0,6개월 구독,6,2,0,0,1,0,1,1,1,0,2,0,5,신용카드,0,10,1,스마트폰,0
OTT01059,64,남성,서울,Netflix,연간 멤버십,12297,41.7,0,3,0,월간 구독,18,1,1,0,0,1,2,1,0,0,2,0,5,간편결제,0,20,22,태블릿,0
OTT01060,73,남성,서울,Tving,프리미엄 4K,17040,71.88,30,5,0,월간 구독,4,2,0,0,0,1,1,1,1,0,2,0,5,신용카드,0,20,18,태블릿,0
OTT01061,47,여성,경기,Netflix,연간 멤버십,11929,62.42,23,5,0,월간 구독,19,1,0,0,0,1,1,1,1,0,0,0,5,간편결제,0,0,20,스마트폰,0
OTT01062,60,여성,경기,Tving,스탠다드 HD,13796,70.43,26,5,0,월간 구독,6,2,1,1,0,0,2,0,1,0,0,1,2,휴대폰결제,0,15,20,PC,0
OTT01063,65,남성,경기,Disney+,프리미엄 4K,17664,116.85,1,5,0,월간 구독,33,1,1,1,0,0,2,0,1,1,1,0,1,간편결제,1,30,6,스마트TV,0
OTT01064,34,남성,대구,Tving,프리미엄 4K,17737,34.73,27,2,1,6개월 구독,4,2,0,0,0,1,1,1,1,0,3,0,5,신용카드,0,0,7,태블릿,0
OTT01065,43,여성,인천,Tving,베이직,9839,69.99,18,5,1,월간 구독,33,2,1,0,0,1,2,0,1,0,2,2,2,신용카드,0,5,14,스마트폰,1
OTT01066,53,여성,서울,Tving,베이직,9222,79.68,8,2,1,월간 구독,49,3,1,1,0,0,2,0,1,0,0,1,4,신용카드,0,15,7,스마트폰,0
OTT01067,18,남성,경기,Netflix,스탠다드 HD,12542,146.3,27,5,0,월간 구독,4,1,1,1,0,1,3,1,0,0,1,0,4,간편결제,0,5,1,스마트TV,0
OTT01068,25,여성,전남,Netflix,광고형 스탠다드,5026,62.43,28,5,1,월간 구독,21,1,1,0,0,1,2,1,0,1,0,1,2,간편결제,0,5,4,스마트TV,0
OTT01069,66,여성,울산,Disney+,광고형 스탠다드,5365,111.57,19,1,1,연간 구독,28,1,1,0,0,1,2,0,0,1,2,0,2,신용카드,0,30,12,스마트폰,0
OTT01070,52,여성,강원,Tving,스탠다드 HD,13778,4.99,23,5,1,월간 구독,7,1,0,0,1,0,1,1,1,0,2,1,4,간편결제,0,10,15,태블릿,0
OTT01071,69,여성,울산,Netflix,광고형 스탠다드,5056,6.74,18,5,0,월간 구독,8,1,1,0,1,1,3,1,0,0,2,0,4,휴대폰결제,1,10,5,스마트TV,0
OTT01072,32,여성,경기,Netflix,연간 멤버십,12182,8.62,6,5,0,월간 구독,35,2,1,0,0,1,2,1,1,0,3,0,5,신용카드,0,15,20,스마트TV,0
OTT01073,64,남성,서울,Tving,프리미엄 4K,17257,7.82,18,4,1,월간 구독,12,2,1,0,0,1,2,1,1,0,2,0,1,간편결제,0,15,13,PC,1
OTT01074,73,여성,경기,Disney+,스탠다드 HD,13215,4.58,31,5,0,월간 구독,19,2,1,1,0,1,3,0,1,1,0,0,1,신용카드,0,15,35,스마트TV,0
OTT01075,39,여성,전남,Disney+,베이직,9217,6.54,32,5,1,연간 구독,42,1,0,0,0,1,1,0,0,1,2,0,3,정기결제,0,0,30,스마트TV,0
OTT01076,31,여성,제주,Netflix,베이직,9384,274.96,11,1,1,월간 구독,52,1,1,0,0,0,1,1,0,1,1,1,4,간편결제,0,0,31,태블릿,0
OTT01077,43,남성,인천,Disney+,베이직,9283,15.89,22,5,1,월간 구독,38,4,0,1,0,0,1,0,0,1,0,0,1,간편결제,0,5,7,스마트폰,0
OTT01078,45,여성,서울,Tving,스탠다드 HD,13726,32.51,20,5,0,월간 구독,18,2,1,0,0,0,1,0,1,0,0,0,1,간편결제,0,0,26,PC,1
OTT01079,40,여성,서울,Tving,베이직,9467,86.19,24,5,0,월간 구독,28,2,0,1,1,0,2,0,1,1,1,0,5,간편결제,0,0,17,PC,0
OTT01080,31,남성,경기,Tving,베이직,9281,6.3,20,5,0,월간 구독,38,1,0,0,0,0,0,1,1,1,4,1,5,신용카드,0,30,20,스마트폰,0
OTT01081,41,여성,대구,Netflix,베이직,9147,19.09,27,1,0,연간 구독,32,2,0,0,0,0,0,1,0,0,1,0,2,간편결제,0,5,15,스마트TV,0
OTT01082,19,여성,서울,Disney+,프리미엄 4K,16766,8.68,15,1,1,연간 구독,59,2,1,0,1,1,3,0,0,1,0,1,5,신용카드,0,10,10,스마트TV,0
OTT01083,62,여성,제주,Netflix,베이직,9420,3.23,31,2,0,월간 구독,30,1,0,0,0,0,0,1,0,0,2,0,4,신용카드,0,30,2,스마트TV,0
OTT01084,43,남성,경기,Netflix,스탠다드 HD,13635,161.89,14,1,0,월간 구독,32,1,1,1,0,0,2,1,1,0,1,0,5,간편결제,0,5,29,스마트TV,0
OTT01085,31,남성,경남,Disney+,베이직,9805,97.72,21,5,0,연간 구독,22,1,1,1,0,1,3,0,1,1,0,0,2,간편결제,0,20,27,PC,0
OTT01086,73,여성,전북,Tving,연간 멤버십,10390,105.72,26,5,0,6개월 구독,50,3,1,1,0,1,3,0,1,0,0,0,5,간편결제,0,10,0,스마트TV,0
OTT01087,68,남성,충남,Disney+,베이직,9795,101.51,22,3,0,월간 구독,5,1,1,1,1,1,4,1,0,1,0,0,4,신용카드,0,0,21,스마트폰,0
OTT01088,24,여성,대구,Tving,프리미엄 4K,16747,8.4,0,1,0,월간 구독,59,1,0,0,0,0,0,0,1,0,0,0,5,신용카드,0,0,24,스마트폰,1
OTT01089,20,남성,광주,Netflix,베이직,9340,76.86,22,1,0,연간 구독,43,2,1,0,0,0,1,1,0,0,0,0,5,신용카드,0,10,28,PC,0
OTT01090,64,남성,광주,Disney+,광고형 스탠다드,5440,65.07,26,5,1,6개월 구독,7,1,1,0,0,1,2,0,0,1,1,0,3,휴대폰결제,0,30,34,스마트폰,0
OTT01091,40,남성,광주,Netflix,광고형 스탠다드,5623,129.79,22,4,0,월간 구독,9,1,1,0,0,0,1,1,0,1,0,0,5,정기결제,0,5,20,스마트폰,0
OTT01092,63,여성,부산,Disney+,베이직,9621,12.38,29,5,0,월간 구독,3,1,1,1,0,1,3,1,1,1,0,0,3,간편결제,0,30,9,스마트TV,0
OTT01093,60,남성,제주,Netflix,스탠다드 HD,13641,26.73,31,1,0,월간 구독,55,1,0,0,0,0,0,1,0,1,0,0,4,휴대폰결제,0,0,18,스마트TV,0
OTT01094,64,남성,충북,Disney+,베이직,9569,17.47,13,5,1,월간 구독,19,2,0,0,0,1,1,0,1,1,1,0,2,휴대폰결제,0,20,34,태블릿,1
OTT01095,62,남성,충남,Netflix,베이직,9397,14.91,2,5,0,6개월 구독,44,1,1,1,0,1,3,1,0,0,1,0,2,휴대폰결제,0,20,31,스마트TV,0
OTT01096,35,남성,경북,Tving,연간 멤버십,12989,52.83,8,4,0,월간 구독,18,1,1,1,0,0,2,1,1,0,0,0,1,간편결제,0,0,20,스마트폰,1
OTT01097,55,여성,경기,Disney+,베이직,9524,8.95,20,5,0,연간 구독,30,1,1,1,0,1,3,0,0,1,2,0,3,신용카드,0,0,6,스마트TV,0
OTT01098,52,여성,서울,Tving,베이직,9799,31.26,26,4,0,6개월 구독,47,3,1,0,0,0,1,0,1,0,1,0,1,휴대폰결제,0,30,3,태블릿,0
OTT01099,68,남성,인천,Tving,베이직,9287,52.01,18,3,0,월간 구독,52,3,1,0,1,0,2,0,1,1,3,1,3,간편결제,0,20,0,스마트TV,0
OTT01100,32,여성,부산,Disney+,스탠다드 HD,13415,6.98,6,5,0,연간 구독,56,1,0,0,1,1,2,0,0,1,0,0,4,신용카드,0,30,2,스마트TV,0
OTT01101,42,남성,전남,Tving,광고형 스탠다드,5569,14.85,22,3,1,6개월 구독,37,4,0,0,0,1,1,0,1,0,0,0,5,간편결제,1,0,0,스마트TV,0
OTT01102,72,여성,인천,Disney+,베이직,9380,171.12,20,3,1,월간 구독,8,2,1,0,1,0,2,1,0,1,1,1,3,간편결제,0,0,4,스마트TV,1
OTT01103,54,여성,대구,Netflix,연간 멤버십,12371,79.34,21,5,1,연간 구독,54,1,1,0,0,0,1,1,1,0,0,0,3,간편결제,0,5,21,스마트TV,0
OTT01104,45,여성,부산,Netflix,베이직,8932,56.5,38,1,0,6개월 구독,29,1,1,0,1,1,3,1,1,0,1,1,3,간편결제,0,5,17,스마트폰,0
OTT01105,27,남성,서울,Netflix,프리미엄 4K,16602,96.89,28,5,0,월간 구독,44,3,0,0,0,1,1,1,1,0,0,0,1,신용카드,0,5,33,스마트폰,0
OTT01106,56,여성,대구,Netflix,베이직,9796,0.7,18,1,0,연간 구독,17,2,1,0,1,1,3,1,0,0,0,2,2,신용카드,0,0,25,스마트폰,0
OTT01107,74,남성,전남,Netflix,프리미엄 4K,16896,0.3,6,5,0,월간 구독,19,1,0,1,0,0,1,1,1,0,0,1,2,간편결제,0,0,2,스마트TV,0
OTT01108,34,여성,서울,Tving,스탠다드 HD,13737,8.36,33,5,0,연간 구독,56,4,1,0,0,1,2,1,1,0,1,1,2,신용카드,0,20,28,스마트TV,0
OTT01109,56,남성,대구,Netflix,스탠다드 HD,13409,34.19,2,5,0,월간 구독,14,3,1,0,1,0,2,1,0,1,0,0,4,간편결제,0,10,21,스마트폰,0
OTT01110,39,여성,대구,Netflix,광고형 스탠다드,5812,42.2,17,5,0,월간 구독,16,1,1,0,0,1,2,1,0,0,1,1,3,휴대폰결제,0,0,34,스마트TV,0
OTT01111,43,여성,서울,Netflix,베이직,9615,6.03,7,5,0,월간 구독,15,1,1,0,1,1,3,1,0,0,1,0,2,간편결제,0,10,9,스마트폰,0
OTT01112,61,여성,서울,Disney+,프리미엄 4K,17955,3.75,15,5,0,연간 구독,36,1,0,0,0,1,1,0,0,1,0,0,3,간편결제,1,0,20,스마트TV,0
OTT01113,42,남성,제주,Tving,베이직,9240,88.11,19,3,0,월간 구독,18,1,0,0,0,1,1,1,1,0,0,0,5,간편결제,0,0,0,스마트TV,0
OTT01114,34,여성,경기,Netflix,베이직,9528,31.22,6,5,1,연간 구독,40,1,0,1,0,1,2,1,0,0,1,0,2,신용카드,0,0,12,스마트폰,0
OTT01115,30,남성,경기,Disney+,연간 멤버십,11588,244.61,0,5,1,월간 구독,37,1,1,1,1,0,3,0,0,1,1,0,2,간편결제,0,10,29,스마트TV,0
OTT01116,37,여성,서울,Netflix,베이직,9698,13.03,10,2,0,월간 구독,31,1,1,0,0,0,1,1,0,0,1,0,2,간편결제,0,5,4,스마트TV,0
OTT01117,42,남성,대전,Disney+,광고형 스탠다드,5000,52.09,6,1,1,월간 구독,49,1,1,1,0,1,3,0,1,1,0,0,3,간편결제,0,0,11,태블릿,0
OTT01118,21,남성,대구,Tving,스탠다드 HD,13971,81.58,10,1,1,월간 구독,40,3,0,0,0,0,0,0,1,1,0,0,5,간편결제,0,10,2,PC,0
OTT01119,27,여성,광주,Netflix,광고형 스탠다드,5288,103.04,17,5,1,6개월 구독,13,2,1,0,0,0,1,1,0,0,2,2,4,신용카드,0,5,18,PC,0
OTT01120,20,남성,서울,Tving,광고형 스탠다드,5455,18.29,35,3,1,월간 구독,9,2,0,1,0,0,1,1,1,0,0,0,4,신용카드,0,0,4,태블릿,0
OTT01121,58,남성,경남,Disney+,연간 멤버십,11500,10.74,14,5,0,월간 구독,56,2,1,1,0,0,2,0,0,1,2,1,3,신용카드,0,0,21,스마트폰,0
