나이,성별,지역,서비스,요금제유형,월정액,월시청시간,월평균접속횟수,프로필수,동시접속이용,구독유형,가입기간_개월,등록기기수,오프라인저장,키즈프로필,추가프로필구매,독점콘텐츠시청,부가서비스수,CS문의횟수_6개월,불만접수건수,만족도점수,결제방법,결제실패경험,할인율,주사용기기기간_개월,주사용기기,이탈여부,월평균요금,시청시간비율,고객가치점수,CS민감도
31,0,1,2,1,9281,6.3,20,5,0,2,38,1,0,0,0,0,0,1,2,5,0,0,20,30,1,0,7424.8,0.01294139397300795,69.0,7
41,1,5,1,1,9147,19.09,27,1,0,1,32,2,0,0,0,0,0,1,0,4,0,1,0,20,1,0,9147.0,0.03921447792773361,56.0,1
19,1,8,0,4,16766,8.68,15,1,1,1,59,2,1,0,1,1,3,3,2,1,0,0,5,5,2,0,15927.699999999999,0.01783036502947762,84.5,9
62,1,14,1,1,9420,3.23,31,2,0,2,30,1,0,0,0,0,0,0,1,3,0,0,5,5,1,0,8949.0,0.00663503214806598,45.0,3
43,0,1,1,2,13635,161.89,14,1,0,2,32,1,1,1,0,0,2,3,1,3,0,0,15,22,1,0,11589.75,0.3325527413159138,76.0,6
31,0,2,0,1,9805,97.72,21,5,0,1,22,1,1,1,0,1,3,0,0,4,0,0,0,15,1,0,9805.0,0.20073539984798996,96.0,0
73,1,13,2,3,10390,105.72,26,5,0,0,50,3,1,1,0,1,3,0,1,2,0,0,10,22,1,0,9351.0,0.21716891600419055,90.0,3
68,0,15,0,1,9795,101.51,22,3,0,2,5,1,1,1,1,1,4,1,0,3,1,0,5,11,1,0,9305.25,0.20852077812699,92.5,1
24,1,5,2,4,16747,8.4,0,1,0,2,59,1,0,0,0,0,0,0,0,1,1,0,0,10,2,0,16747.0,0.0172551919640106,39.5,0
20,0,4,1,1,9340,76.86,22,1,0,1,43,2,1,0,0,0,1,0,0,2,1,0,30,2,1,0,6538.0,0.15788500647069698,56.5,0
64,0,4,0,0,5440,65.07,26,5,1,0,7,1,1,0,0,1,2,1,0,1,1,0,10,33,2,0,4896.0,0.1336661120354964,43.5,1
40,0,4,1,0,5623,129.79,22,4,0,2,9,1,1,0,0,0,1,1,2,4,2,0,0,0,0,1,5623.0,0.266613257739159,59.5,7
63,1,7,0,1,9621,12.38,29,5,0,2,3,1,1,1,0,1,3,1,1,2,1,0,10,2,2,1,8658.9,0.025430866251720384,66.5,4
60,0,14,1,2,13641,26.73,31,1,0,2,55,1,0,0,0,0,0,4,0,3,0,0,0,23,1,0,13641.0,0.05490848585690516,57.5,4
64,0,16,0,1,9569,17.47,13,5,1,2,19,2,0,0,0,1,1,2,0,3,0,0,10,33,2,0,8612.1,0.035886690906103,54.5,2
62,0,15,1,1,9397,14.91,2,5,0,0,44,1,1,1,0,1,3,0,0,5,1,0,0,10,1,0,9397.0,0.030627965736118815,117.0,0
35,0,3,2,3,12989,52.83,8,4,0,2,18,1,1,1,0,0,2,0,1,4,0,0,30,7,3,0,9092.3,0.10852283231650951,79.0,3
55,1,1,0,1,9524,8.95,20,5,0,1,30,1,1,1,0,1,3,3,0,2,3,0,5,8,2,0,9047.8,0.018384996199749388,80.0,3
52,1,8,2,1,9799,31.26,26,4,0,0,47,3,1,0,0,0,1,1,0,5,1,0,15,27,2,0,8329.15,0.06421396438035373,88.5,1
68,0,11,2,1,9287,52.01,18,3,0,2,52,3,1,0,1,0,2,1,0,1,1,0,10,11,1,1,8358.300000000001,0.10683839691049896,66.0,1
32,1,7,0,2,13415,6.98,6,5,0,1,56,1,0,0,1,1,2,1,0,4,0,0,20,1,1,0,10732.0,0.014338242846285,98.0,1
42,0,12,2,0,5569,14.85,22,3,1,0,37,4,0,0,0,1,1,1,1,3,0,0,15,8,0,0,4733.65,0.03050471436494731,63.5,4
72,1,11,0,1,9380,171.12,20,3,1,2,8,2,1,0,1,0,2,0,0,1,3,0,0,22,1,1,9380.0,0.3515129105811302,44.0,0
54,1,5,1,3,12371,79.34,21,5,1,1,54,1,1,0,0,0,1,4,1,1,0,0,0,35,0,0,12371.0,0.16297939647911916,52.0,7
45,1,7,1,1,8932,56.5,38,1,0,0,29,1,1,0,1,1,3,1,1,1,0,0,5,11,0,0,8485.4,0.11606170785316654,69.5,4
27,0,8,1,4,16602,96.89,28,5,0,2,44,3,0,0,0,1,1,1,0,1,0,0,15,35,2,1,14111.699999999999,0.19903042254678416,47.0,1
56,1,5,1,1,9796,0.7,18,1,0,1,17,2,1,0,1,1,3,0,0,4,0,0,20,14,1,0,7836.8,0.0014379326636675498,93.5,0
74,0,12,1,4,16896,0.3,6,5,0,2,19,1,0,1,0,0,1,1,0,5,0,0,0,29,2,0,16896.0,0.0006162568558575214,74.5,1
34,1,8,2,2,13737,8.36,33,5,0,1,56,4,1,0,0,1,2,2,0,4,2,0,15,18,2,0,11676.449999999999,0.017173024383229596,98.0,2
56,0,5,1,2,13409,34.19,2,5,0,2,14,3,1,0,1,0,2,0,0,3,1,0,10,34,2,0,12068.1,0.07023273967256219,67.0,0
39,1,5,1,0,5812,42.2,17,5,0,2,16,1,1,0,0,1,2,0,0,2,1,0,20,9,3,1,4649.6,0.08668679772395801,58.0,0
43,1,8,1,1,9615,6.03,7,5,0,2,15,1,1,0,1,1,3,1,0,3,0,0,20,1,1,0,7692.0,0.01238676280273618,82.5,1
61,1,8,0,4,17955,3.75,15,5,0,1,36,1,0,0,0,1,1,0,0,2,1,0,0,25,0,0,17955.0,0.007703210698219018,53.0,0
42,0,14,2,1,9240,88.11,19,3,0,2,18,1,0,0,0,1,1,0,0,3,1,0,0,24,3,0,9240.0,0.18099463856535403,54.0,0
34,1,1,1,1,9528,31.22,6,5,1,1,40,1,0,1,0,1,2,1,2,5,1,0,0,34,1,0,9528.0,0.06413179679957273,100.0,7
30,0,1,0,3,11588,244.61,0,5,1,2,37,1,1,1,1,0,3,1,0,3,0,0,5,19,1,0,11008.6,0.5024752983710278,93.5,1
37,1,8,1,1,9698,13.03,10,2,0,2,31,1,1,0,0,0,1,5,0,2,0,0,0,29,3,1,9698.0,0.026766089439411677,50.5,5
42,0,6,0,0,5000,52.09,6,1,1,2,49,1,1,1,0,1,3,0,0,4,0,0,0,7,2,0,5000.0,0.10700273207206097,109.5,0
21,0,5,2,2,13971,81.58,10,1,1,2,40,3,0,0,0,0,0,1,0,2,1,0,20,4,1,0,11176.800000000001,0.1675807810028553,40.0,1
27,1,4,1,0,5288,103.04,17,5,1,0,13,2,1,0,0,0,1,1,1,5,0,0,15,1,1,0,4494.8,0.21166368809186337,71.5,4
20,0,8,2,0,5455,18.29,35,3,1,2,9,2,0,1,0,0,1,2,0,2,3,0,0,9,1,1,5455.0,0.037571126312113554,39.5,2
58,0,2,0,3,11500,10.74,14,5,0,2,56,2,1,1,0,0,2,3,1,1,1,0,5,0,2,0,10925.0,0.022061995439699267,68.0,6
62,0,1,1,4,17122,12.82,14,5,1,2,46,1,1,1,0,0,2,1,0,2,0,0,10,7,2,0,15409.800000000001,0.026334709640311416,73.0,1
35,0,1,0,1,9329,54.94,18,4,0,1,49,2,0,0,1,1,2,0,1,2,0,0,20,26,1,0,7463.200000000001,0.11285717220270741,74.5,3
64,1,11,1,1,9067,36.94,26,5,1,2,54,1,1,0,0,0,1,1,0,3,0,0,15,2,2,0,7706.95,0.07588176085125613,72.0,1
53,1,1,1,4,18070,45.69,25,4,0,0,38,4,0,0,0,0,0,1,0,3,0,0,30,4,2,0,12649.0,0.09385591914710051,49.0,1
64,0,3,1,1,9536,1.04,0,4,0,2,7,2,0,0,0,1,1,0,0,4,0,0,30,19,0,0,6675.2,0.0021363571003060744,58.5,0
39,0,2,1,3,11146,24.79,9,5,0,0,33,2,0,0,0,1,1,0,0,1,0,0,0,23,0,0,11146.0,0.05092335818902652,41.5,0
51,0,1,1,1,9233,18.56,31,3,0,2,24,1,0,0,0,1,1,0,0,4,1,0,0,15,2,0,9233.0,0.03812575748238532,67.0,0
64,0,3,0,3,11772,99.67,14,1,1,2,36,1,1,0,0,0,1,1,0,1,0,0,15,5,1,0,10006.199999999999,0.20474106941106388,43.0,1
25,1,13,1,4,16847,74.86,29,5,1,2,27,1,1,0,1,0,2,0,0,2,1,0,20,24,2,0,13477.6,0.15377662743164683,63.5,0
57,1,14,1,0,5948,28.07,27,2,0,2,52,3,0,0,1,1,2,2,0,1,0,0,5,29,2,0,5650.599999999999,0.05766109981306875,66.0,2
66,0,1,2,1,9560,49.78,0,5,0,2,43,1,1,0,0,0,1,1,0,5,1,0,0,27,1,0,9560.0,0.10225755428195805,86.5,1
61,0,5,0,1,9456,2.44,3,4,1,2,10,1,1,1,1,0,3,1,0,2,3,1,0,33,2,0,9456.0,0.005012222427641174,70.0,1
36,0,1,0,3,11429,50.7,16,3,0,2,13,4,0,0,0,0,0,3,1,1,0,0,0,23,2,1,11429.0,0.10414740863992113,16.5,6
59,1,12,0,4,16924,5.11,24,2,1,2,52,3,1,1,0,1,3,0,0,1,0,0,0,21,2,1,16924.0,0.010496908444773115,81.0,0
58,1,8,0,0,5790,62.59,17,4,0,1,22,1,0,0,0,1,1,1,0,3,1,0,0,0,2,0,5790.0,0.12857172202707423,56.0,1
54,0,7,0,1,9324,42.65,18,5,1,1,45,2,0,1,0,1,2,1,0,1,0,0,0,14,3,0,9324.0,0.08761118300774429,62.5,1
23,0,1,0,2,13830,17.87,20,2,1,2,54,1,0,1,0,1,2,0,0,4,0,0,10,34,1,0,12447.0,0.036708366713913025,97.0,0
69,1,1,2,3,12265,23.17,18,5,0,2,6,2,0,1,1,0,2,1,1,5,2,0,0,13,2,0,12265.0,0.047595571167395906,83.0,4
43,1,4,1,1,9550,4.72,19,1,1,2,50,1,0,0,0,0,0,0,2,3,0,0,20,12,3,0,7640.0,0.009695774532158336,55.0,6
51,0,3,1,0,5263,19.49,0,5,0,1,21,2,1,0,0,1,2,0,1,2,3,0,15,6,3,1,4473.55,0.04003615373554364,60.5,3
73,0,5,2,2,13059,170.32,16,5,1,2,27,1,0,0,1,1,2,0,1,4,0,0,10,15,2,0,11753.1,0.34986955896551014,83.5,3
62,0,3,1,0,5377,33.29,16,3,0,2,44,2,1,0,0,0,1,1,2,2,1,0,20,10,1,0,4301.6,0.06838396910498963,57.0,7
23,1,1,1,1,9377,32.15,9,5,1,2,34,1,0,0,1,0,1,1,0,4,3,0,0,12,1,0,9377.0,0.06604219305273104,72.0,1
54,0,7,2,4,16780,49.61,12,5,0,1,6,2,0,1,0,1,2,2,1,3,0,0,0,35,2,0,16780.0,0.10190834206363879,63.0,5
74,0,11,0,1,9557,33.13,3,5,0,1,7,1,1,0,1,1,3,4,0,2,1,0,5,30,2,0,9079.15,0.06805529878186561,68.5,4
50,1,8,1,2,13457,21.96,23,5,0,2,54,4,0,0,0,1,1,1,0,4,0,0,0,14,1,0,13457.0,0.04511000184877057,82.0,1
70,0,7,0,1,9585,7.51,8,5,1,2,35,2,1,0,0,1,2,0,1,2,0,0,10,29,1,0,8626.5,0.015426963291633285,67.5,3
39,1,6,2,2,14193,49.76,18,3,0,2,30,1,1,0,0,1,2,1,0,4,0,1,15,25,1,0,12064.05,0.10221647049156755,85.0,1
38,0,5,0,4,18042,69.1,15,3,1,0,11,2,0,0,1,0,1,0,0,5,0,0,15,33,2,0,15335.699999999999,0.14194449579918242,70.5,0
23,0,16,0,2,13353,128.26,18,5,0,1,30,2,1,0,0,0,1,1,2,3,0,0,0,31,3,0,13353.0,0.26347034777428563,60.0,7
23,1,5,0,1,9605,0.15,29,5,1,1,58,3,0,0,1,1,2,1,0,5,1,0,0,6,2,0,9605.0,0.0003081284279287607,109.0,1
72,0,8,2,1,8795,3.45,12,4,0,2,58,1,1,0,0,0,1,1,0,5,0,0,15,14,2,0,7475.75,0.0070869538423614965,94.0,1
65,1,8,1,1,9327,114.83,18,5,1,0,21,1,0,0,1,1,2,1,0,1,1,0,0,7,1,0,9327.0,0.23588258252706396,50.5,1
21,1,5,2,2,13989,49.87,26,5,1,2,41,1,0,0,1,0,1,1,0,2,1,0,10,29,2,0,12590.1,0.1024424313387153,55.5,1
47,0,1,0,1,9128,158.4,21,5,0,0,46,2,0,0,0,1,1,1,0,5,0,0,0,15,3,0,9128.0,0.3253836198927713,88.0,1
28,1,8,0,0,5000,28.18,12,1,1,1,11,1,1,0,0,0,1,0,0,4,0,0,5,7,2,0,4750.0,0.05788706066021651,60.5,0
47,0,1,0,2,13111,26.95,4,3,0,2,6,1,1,0,0,1,2,0,0,3,0,0,0,25,1,0,13111.0,0.05536040755120067,63.0,0
48,1,7,1,0,6188,21.1,11,5,0,0,19,1,1,0,0,0,1,0,0,1,1,0,10,9,2,0,5569.2,0.04334339886197901,34.5,0
41,0,1,2,1,9414,7.71,21,5,0,0,47,1,1,1,0,1,3,2,0,3,0,0,10,11,2,0,8472.6,0.0158378011955383,98.5,2
72,1,0,1,0,5611,23.79,19,5,0,2,25,1,0,1,0,1,2,1,2,1,0,0,5,3,3,1,5330.45,0.048869168669501445,52.5,7
26,0,4,1,2,12905,0.74,26,3,1,0,32,2,1,1,0,0,2,0,0,4,3,0,20,26,2,0,10324.0,0.001520100244448553,86.0,0
72,0,1,1,4,17701,35.6,16,5,0,2,27,2,1,0,0,0,1,1,0,5,2,0,5,33,1,0,16815.95,0.07312914689509255,78.5,1
20,1,15,1,0,5874,93.93,12,1,0,1,46,1,1,0,0,1,2,2,0,5,0,0,0,14,1,0,5874.0,0.19295002156898997,103.0,2
68,1,4,0,0,5417,19.37,5,2,0,0,12,1,1,1,0,0,2,0,0,1,1,0,5,13,0,1,5146.15,0.039789650993200636,46.0,0
48,0,4,1,4,16528,4.97,7,4,1,2,13,1,0,1,0,0,1,1,1,5,0,0,0,34,2,0,16528.0,0.010209321912039604,71.5,4
57,0,7,1,2,13509,182.03,9,5,0,1,5,1,0,0,0,1,1,0,0,4,3,0,30,15,0,0,9456.3,0.37392411823914873,57.5,0
54,1,8,0,1,9168,6.9,33,2,0,0,12,1,1,0,0,0,1,1,0,5,0,0,10,14,1,0,8251.2,0.014173907684722993,71.0,1
53,1,10,1,1,9705,37.61,8,4,0,2,49,3,1,1,0,1,3,0,1,2,1,0,0,2,3,0,9705.0,0.07725806782933793,89.5,3
41,0,1,1,0,5534,82.82,8,5,1,1,26,1,0,0,0,1,1,2,0,5,1,0,5,24,2,0,5257.3,0.1701279760070664,78.0,2
48,0,14,1,4,17144,14.54,12,1,1,1,51,1,0,0,1,0,1,0,0,1,0,0,20,4,1,0,13715.2,0.029867915613894538,50.5,0
23,0,12,1,1,9045,92.1,30,1,0,1,35,2,0,0,1,0,1,0,0,1,0,0,15,5,1,0,7688.25,0.18919085474825906,42.5,0
19,1,5,1,4,16428,40.71,24,2,0,2,18,3,1,0,0,1,2,1,0,5,1,0,0,25,0,0,16428.0,0.08362605533986565,89.0,1
37,0,1,1,2,14577,20.17,17,5,1,2,18,2,1,1,1,1,4,1,0,5,0,0,10,8,3,0,13119.300000000001,0.04143300260882069,119.0,1
45,0,1,2,4,17302,100.38,4,5,1,2,41,2,0,1,0,0,1,3,0,4,2,0,15,24,0,0,14706.699999999999,0.20619954396992665,75.5,3
28,1,1,1,0,5739,48.64,18,2,1,0,3,1,1,0,0,1,2,0,0,2,0,0,10,11,1,0,5165.1,0.09991577822969948,51.5,0
21,0,11,1,1,9746,47.78,27,5,0,1,26,3,1,1,0,0,2,1,0,5,0,0,20,22,3,0,7796.8,0.09814917524290791,93.0,1
32,0,1,0,0,5586,35.06,32,1,0,1,43,1,0,0,1,0,1,0,1,2,0,0,0,31,2,0,5586.0,0.07201988455454901,56.5,3
23,0,7,1,4,16892,16.06,0,4,0,2,52,3,0,0,0,1,1,1,2,1,0,0,10,7,2,0,15202.800000000001,0.032990283683572645,51.0,7
71,0,8,0,2,13257,18.18,10,5,1,2,48,1,1,0,0,1,2,3,0,4,1,0,10,30,2,0,11931.300000000001,0.037345165464965795,94.0,3
66,0,14,2,2,12853,4.61,19,5,1,0,15,1,0,1,0,1,2,3,1,5,2,0,30,2,2,1,8997.099999999999,0.00946981368501058,87.5,6
47,1,8,1,2,13710,13.97,30,1,0,2,38,1,1,1,0,1,3,0,0,3,0,0,10,29,1,0,12339.0,0.02869702758776525,94.0,0
73,0,14,0,0,5448,16.27,5,5,0,1,26,4,0,0,1,0,1,0,1,3,1,0,5,34,3,0,5175.599999999999,0.03342166348267291,58.0,3
55,1,2,1,2,13500,3.02,7,5,1,0,41,1,0,1,1,1,3,2,0,1,0,0,0,8,0,0,13500.0,0.006203652348965715,75.5,2
68,1,7,1,2,14327,5.84,13,5,0,2,1,2,0,0,0,1,1,2,0,1,0,0,10,29,3,0,12894.300000000001,0.011996466794026417,25.5,2
74,1,0,2,4,16904,15.75,4,1,0,2,14,1,1,0,0,1,2,1,0,3,0,0,30,13,0,1,11832.8,0.032353484932519876,67.0,1
19,0,1,2,4,17896,56.54,0,5,0,1,51,1,0,1,0,1,2,0,0,3,3,0,0,23,2,0,17896.0,0.11614387543394754,85.5,0
32,0,4,0,0,5246,10.18,39,1,1,2,35,2,0,1,0,1,2,3,0,2,1,0,10,8,1,1,4721.400000000001,0.020911649308765226,67.5,3
28,0,1,0,1,9373,36.89,15,1,0,1,54,2,0,0,0,1,1,0,0,1,3,0,15,21,1,0,7967.05,0.07577905137527989,52.0,0
25,0,1,1,0,5159,35.45,11,5,0,2,9,4,0,0,0,0,0,1,0,3,0,0,20,35,0,0,4127.2,0.07282101846716378,34.5,1
43,0,5,2,1,9086,89.8,6,3,0,2,27,1,1,1,0,1,3,1,0,3,0,0,15,30,1,0,7723.099999999999,0.1844662188533514,88.5,1
68,1,11,2,4,16544,46.97,17,1,1,0,41,2,1,0,1,1,3,0,0,4,0,0,5,27,2,0,15716.8,0.0964852817320926,105.5,0
62,0,5,0,4,16012,124.45,12,5,0,0,32,1,1,0,0,0,1,0,0,3,0,0,0,33,3,0,16012.0,0.25564388570489516,61.0,0
61,0,1,0,0,5601,49.46,26,1,1,2,5,1,1,0,0,1,2,1,0,3,3,0,5,35,2,0,5320.95,0.10160021363571003,62.5,1
22,0,1,0,0,5542,1.29,7,1,0,1,57,1,0,0,0,1,1,1,0,3,3,0,5,34,2,0,5264.9,0.002649904480187342,73.5,1
23,1,8,1,2,13586,24.02,18,5,1,2,32,2,0,0,0,1,1,1,1,5,1,0,5,0,1,0,12906.699999999999,0.04934163225899221,81.0,4
43,0,8,0,4,17191,60.04,17,4,0,0,31,1,1,0,0,0,1,3,0,3,0,0,10,11,0,0,15471.9,0.12333353875228528,60.5,3
71,1,1,1,4,16455,32.23,23,1,1,2,6,1,1,0,0,0,1,1,1,1,2,0,0,3,3,1,16455.0,0.06620652821429304,28.0,4
21,0,8,1,2,13287,27.18,16,5,0,1,53,2,1,0,0,0,1,2,0,5,0,0,20,0,2,0,10629.6,0.05583287114069144,91.5,2
36,1,8,0,4,17027,55.67,23,5,0,2,56,1,1,1,0,1,3,0,0,5,1,0,0,32,2,0,17027.0,0.11435673055196073,123.0,0
37,1,12,1,2,12813,16.82,21,3,0,0,31,1,0,0,0,1,1,1,2,4,0,0,0,26,2,0,12813.0,0.0345514677184117,70.5,7
50,0,8,0,1,9219,119.83,26,4,0,2,31,3,1,0,1,1,3,1,0,5,0,0,0,25,2,0,9219.0,0.2461535301246893,110.5,1
37,0,6,1,4,18031,26.65,24,1,0,1,44,2,1,1,0,0,2,0,0,3,1,0,5,29,1,0,17129.45,0.05474415069534315,82.0,0
66,0,1,0,4,16860,49.88,16,5,0,0,39,1,1,1,0,1,3,1,0,4,0,0,15,5,0,0,14331.0,0.10246297323391057,104.5,1
29,0,3,1,0,5739,201.8,34,5,0,1,7,1,0,1,0,1,2,0,0,4,0,0,0,19,2,0,5739.0,0.41453544504015943,73.5,0
64,1,11,1,1,9648,76.97,13,4,0,2,52,3,0,0,1,0,1,0,0,2,0,0,10,21,3,1,8683.2,0.15811096731784474,61.0,0
18,1,1,1,3,12736,37.92,33,4,0,1,10,1,1,0,0,1,2,0,0,5,0,0,0,5,1,0,12736.0,0.07789486658039071,85.0,0
43,1,7,2,2,13469,98.09,29,2,0,2,48,2,1,0,0,1,2,1,0,4,2,0,10,7,1,1,12122.1,0.20149544997021426,94.0,1
31,1,1,1,1,9629,41.1,25,5,1,0,49,1,0,0,0,1,1,0,0,2,0,0,10,18,2,0,8666.1,0.08442718925248044,59.5,0
55,0,7,2,2,13330,29.14,18,3,1,1,31,4,0,1,1,0,2,1,0,4,0,0,20,19,0,0,10664.0,0.059859082598960583,85.5,1
54,0,8,1,1,9629,103.36,12,3,0,1,45,1,1,0,0,1,2,1,0,5,1,0,10,1,2,0,8666.1,0.21232102873811137,102.5,1
28,1,14,1,4,17107,1.38,21,5,1,2,5,1,1,0,0,1,2,2,1,5,1,0,0,26,2,0,17107.0,0.0028347815369445984,82.5,5
53,0,1,1,4,17870,26.17,21,1,1,2,32,4,0,0,0,0,0,2,1,1,0,0,15,6,1,1,15189.5,0.05375813972597112,26.0,5
30,1,1,1,3,11835,21.0,18,5,0,2,14,1,0,0,1,1,2,1,0,3,0,0,10,2,1,0,10651.5,0.0431379799100265,67.0,1
60,0,0,0,1,9586,62.6,24,4,0,1,41,2,1,0,0,0,1,0,0,3,0,0,0,29,1,0,9586.0,0.12859226392226947,65.5,0
20,0,1,0,3,13011,0.63,28,5,1,0,14,2,0,0,1,1,2,2,1,3,2,0,20,25,2,0,10408.800000000001,0.001294139397300795,67.0,5
50,1,12,1,2,13433,54.07,10,4,0,0,8,1,1,1,1,1,4,0,0,1,0,0,20,2,1,0,10746.400000000001,0.1110700273207206,74.0,0
23,0,11,2,2,13546,21.26,12,2,0,2,20,1,1,1,0,1,3,0,0,1,0,0,5,35,1,0,12868.699999999999,0.043672069185103024,65.0,0
67,1,0,0,1,10330,5.15,6,5,0,0,42,2,1,0,0,0,1,2,0,2,0,0,5,27,1,0,9813.5,0.010579076025554118,56.0,2
73,1,8,1,0,5524,196.44,22,5,0,2,41,4,1,1,0,0,2,0,0,3,1,0,10,5,2,1,4971.6,0.403524989215505,80.5,0
27,1,3,1,1,9946,11.93,34,3,1,1,54,1,1,0,0,1,2,0,0,2,0,0,15,1,0,0,8454.1,0.0245064809679341,77.0,0
22,1,16,2,3,12900,21.47,6,5,0,2,39,3,0,0,0,1,1,2,0,2,0,0,0,26,1,1,12900.0,0.04410344898420328,54.5,2
40,1,1,1,4,16425,11.6,11,4,0,1,10,2,0,1,1,0,2,0,2,4,1,0,10,17,1,0,14782.5,0.023828598426490828,75.0,6
27,1,8,1,0,5445,54.23,5,3,0,2,10,2,0,0,0,0,0,1,0,3,2,0,10,4,3,0,4900.5,0.11139869764384461,35.0,1
61,0,1,1,2,13301,76.28,13,5,0,2,58,2,0,1,0,0,1,0,1,1,2,0,0,1,3,1,13301.0,0.15669357654937244,54.0,3
19,0,14,2,2,13664,98.54,0,5,0,1,8,2,1,1,0,1,3,0,0,2,0,0,5,31,2,0,12980.8,0.20241983525400054,69.0,0
30,1,1,1,1,9532,18.63,30,1,0,2,17,3,1,0,0,1,2,1,0,3,0,0,5,1,1,0,9055.4,0.03826955074875208,68.5,1
57,0,11,1,1,9232,37.18,26,4,0,2,52,1,1,0,0,0,1,0,0,5,0,0,5,21,2,0,8770.4,0.07637476633594216,91.0,0
19,0,8,1,4,17086,54.42,21,1,0,2,38,1,0,1,1,1,3,2,0,3,0,0,5,10,3,0,16231.699999999999,0.11178899365255439,94.0,2
37,0,1,1,2,13695,49.65,28,5,0,1,52,3,1,0,1,0,2,0,0,2,0,0,0,34,1,0,13695.0,0.10199050964441979,76.0,0
18,1,5,1,1,9519,62.94,28,2,0,2,51,1,0,1,0,0,1,1,0,5,3,0,30,4,3,0,6663.299999999999,0.129290688358908,90.5,1
54,1,14,0,1,9579,73.42,19,5,0,1,13,1,1,0,1,0,2,1,0,3,1,0,0,35,1,0,9579.0,0.15081859452353075,66.5,1
26,0,7,1,2,13288,5.13,6,5,1,0,37,1,0,0,0,0,0,2,1,5,0,0,5,25,2,0,12623.599999999999,0.010537992235163616,68.5,5
34,1,12,2,4,16671,9.21,12,5,1,1,36,1,0,0,0,1,1,0,0,2,0,0,0,32,1,0,16671.0,0.01891908547482591,53.0,0
26,1,7,1,4,17597,66.27,19,3,1,0,21,1,0,0,0,0,0,0,1,4,0,0,20,33,1,0,14077.6,0.13613113945892646,50.5,3
28,1,8,2,3,11160,32.38,12,5,1,1,44,3,0,0,1,1,2,0,0,3,0,0,30,1,3,0,7811.999999999999,0.06651465664222182,82.0,0
32,1,1,2,3,11656,27.85,37,2,0,2,47,1,1,1,0,1,3,0,0,4,0,0,30,33,1,0,8159.2,0.05720917811877324,108.5,0
41,1,5,1,1,9970,30.39,21,3,0,1,2,1,0,0,0,0,0,0,0,5,1,0,5,10,1,0,9471.5,0.06242681949836692,51.0,0
55,0,14,0,3,9983,23.26,21,2,0,2,30,1,1,0,1,0,2,3,1,3,0,0,10,2,1,0,8984.7,0.047780448224153164,75.0,6
72,1,3,2,1,9619,44.71,29,5,0,1,47,2,0,0,0,0,0,1,0,1,0,1,15,14,3,0,8176.15,0.09184281341796595,33.5,1
52,0,1,0,4,17600,19.53,22,5,0,1,19,1,0,0,0,1,1,2,1,4,0,0,0,15,3,0,17600.0,0.040118321316324645,64.5,5
47,1,1,1,4,17280,50.64,17,2,0,0,40,1,1,0,0,0,1,2,0,4,3,0,0,5,3,0,17280.0,0.10402415726874961,75.0,2
48,1,1,0,3,11315,11.32,35,2,0,2,15,4,1,1,0,0,2,3,0,5,1,0,0,12,1,0,11315.0,0.02325342536102381,87.5,3
66,0,2,0,1,9662,70.88,24,5,1,2,24,2,0,0,0,1,1,3,1,2,0,0,5,4,2,1,9178.9,0.14560095314393706,47.0,6
22,0,3,0,0,5964,76.07,15,2,0,2,42,1,1,0,0,0,1,0,1,1,1,0,15,0,2,0,5069.4,0.15626219675027217,46.0,3
61,1,15,2,0,5543,43.2,21,5,0,2,13,2,1,0,1,1,3,1,0,2,0,0,10,13,1,1,4988.7,0.08874098724348309,71.5,1
67,0,1,2,1,9034,23.05,14,5,1,1,24,1,1,0,0,0,1,1,0,3,0,0,0,32,3,0,9034.0,0.0473490684250529,57.0,1
31,1,7,0,4,16968,0.73,11,5,0,0,51,2,1,1,0,0,2,0,0,2,0,0,0,30,3,0,16968.0,0.001499558349253302,75.5,0
70,0,11,0,2,13538,6.48,27,5,0,1,1,1,0,0,0,1,1,2,1,4,0,0,0,1,2,0,13538.0,0.013311148086522463,55.5,5
73,0,1,0,4,16508,4.15,14,5,0,2,43,1,1,0,1,0,2,0,0,1,0,0,0,18,1,1,16508.0,0.008524886506029047,61.5,0
28,1,7,1,2,14493,0.51,12,1,0,1,18,1,0,0,1,0,1,2,0,3,0,0,0,1,2,0,14493.0,0.0010476366549577864,54.0,2
26,1,8,0,1,9504,64.05,21,5,0,2,51,2,1,0,0,0,1,0,0,3,1,0,20,12,1,0,7603.200000000001,0.1315708387255808,70.5,0
51,1,8,1,4,16816,156.25,30,3,1,2,18,4,0,1,0,0,1,0,0,4,0,0,15,25,3,0,14293.6,0.3209671124257924,64.0,0
29,0,2,2,2,13351,0.56,0,5,0,2,51,2,1,0,0,0,1,1,0,2,2,0,5,30,1,0,12683.449999999999,0.00115034613093404,60.5,1
52,1,15,1,1,9471,5.98,12,4,0,2,39,1,0,0,1,0,1,0,0,3,1,1,15,27,1,0,8050.349999999999,0.012284053326759928,64.5,0
52,1,1,1,2,13299,98.55,0,5,0,2,37,1,1,0,0,1,2,2,0,3,3,0,30,14,2,0,9309.3,0.20244037714919577,78.5,2
18,1,7,0,1,9455,58.32,0,5,0,2,46,1,0,1,0,0,1,0,0,3,1,0,5,7,3,0,8982.25,0.11980033277870217,68.0,0
